code;mouvt;mois;prod;poids;mod;immat;droit;cfakg;ori;lon_ori;lat_ori;dis_km_ori;dis_mn_ori;des;lon_des;lat_des;dis_km_des;dis_mn_des
189;entrée;2014-07-01;arachide decortiquée;780;pick-up;iv;500;2;bouaké;-5,028;7,6845;3;2;mgb;-5,0248;7,6971;0;0
190;sortie;2014-07-01;divers;33340;gros camion;iv;2000;0;mgb;-5,0248;7,6971;0;0;san pédro;-6,6206;4,7419;412;473
191;sortie;2014-07-01;divers;31460;10 roues;iv;2000;0;mgb;-5,0248;7,6971;0;0;mali;-7,473;11,4071;477;669
192;entrée;2014-07-01;assawa;7620;pick-up;iv;500;2;kouassikro;-4,7085;7,0329;124;100;mgb;-5,0248;7,6971;0;0
193;entrée;2014-07-01;kpassadjo;2840;pick-up;iv;500;2;tiébissou;-5,2243;7,1593;48;66;mgb;-5,0248;7,6971;0;0
194;entrée;2014-07-01;bété bété;6940;pick-up;iv;500;2;béoumi;-5,5791;7,6714;60;64;mgb;-5,0248;7,6971;0;0
195;entrée;2014-07-01;mil;7860;gros camion;md;2000;2;mali;-7,473;11,4071;477;669;mgb;-5,0248;7,6971;0;0
196;entrée;2014-07-01;kpassadjo;1260;pick-up;iv;500;2;bouaké;-5,028;7,6845;3;2;mgb;-5,0248;7,6971;0;0
197;entrée;2014-07-01;mil;62120;gros camion;md;2000;2;mali;-7,473;11,4071;477;669;mgb;-5,0248;7,6971;0;0
198;sortie;2014-07-01;florido;34340;gros camion;iv;2000;2;mgb;-5,0248;7,6971;0;0;mali;-7,473;11,4071;477;669
199;entrée;2014-07-01;riz paddy iguapé;4700;pick-up;iv;500;2;yamoussoukro;-5,2778;6,8194;77;109;mgb;-5,0248;7,6971;0;0
200;sortie;2014-07-01;kponan;3100;pick-up;iv;500;2;mgb;-5,0248;7,6971;0;0;katiola;-5,1018;8,1401;38;51
201;entrée;2014-07-01;oignons;25520;gros camion;ng;2000;0;niger;2,1323;13,5119;987;1324;mgb;-5,0248;7,6971;0;0
202;entrée;2014-07-01;oignons;25680;gros camion;iv;2000;0;mali;-7,473;11,4071;477;669;mgb;-5,0248;7,6971;0;0
203;entrée;2014-07-01;riz paddy iguapé;940;pick-up;iv;500;2;bamoro;-5,049;7,8315;13;16;mgb;-5,0248;7,6971;0;0
204;sortie;2014-07-01;banane plantain;31940;gros camion;iv;2000;0;mgb;-5,0248;7,6971;0;0;mali;-7,473;11,4071;477;669
205;entrée;2014-07-01;koudjan;1740;pick-up;iv;500;2;m'bahiakro;-4,3378;7,4537;82;87;mgb;-5,0248;7,6971;0;0
206;sortie;2014-07-01;koudjan;7015;pick-up;iv;500;0;mgb;-5,0248;7,6971;0;0;ferké;-5,1973;9,5924;162;228
207;entrée;2014-07-01;banane plantain;29460;gros camion;iv;2000;0;bonon;-6,05;6,9333;150;197;mali;-7,473;11,4071;477;669
208;sortie;2014-07-01;banane plantain;28200;gros camion;iv;2000;0;mgb;-5,0248;7,6971;0;0;mali;-7,473;11,4071;477;669
209;entrée;2014-07-01;arachide decortiquée;1260;pick-up;iv;500;2;dabakala;-4,4272;8,3624;132;138;mgb;-5,0248;7,6971;0;0
210;sortie;2014-07-01;wakrou;32720;gros camion;iv;2000;2;mgb;-5,0248;7,6971;0;0;mali;-7,473;11,4071;477;669
211;entrée;2014-07-01;oignons;19860;gros camion;bf;2000;0;burkina;-4,2976;11,1675;344;456;mgb;-5,0248;7,6971;0;0
212;entrée;2014-07-01;arachide decortiquée;4820;voiture de transport;iv;0;2;dabakala;-4,4272;8,3624;132;138;mgb;-5,0248;7,6971;0;0
213;sortie;2014-07-01;bété bété;32620;gros camion;iv;2000;2;mgb;-5,0248;7,6971;0;0;mali;-7,473;11,4071;477;669
214;entrée;2014-07-01;mais grain;5300;pick-up;iv;500;2;bouaké;-5,028;7,6845;3;2;mgb;-5,0248;7,6971;0;0
215;entrée;2014-07-01;arachide decortiquée;1560;pick-up;iv;500;2;satama;-4,3595;7,9043;127;86;mgb;-5,0248;7,6971;0;0
216;entrée;2014-07-01;riz paddy iguapé;21220;camion;iv;1000;2;oumé;-5,4232;6,3793;145;175;mgb;-5,0248;7,6971;0;0
217;entrée;2014-07-01;divers;460;voiture de transport;iv;0;0;tiéningboué;-5,7241;8,177;124;113;mgb;-5,0248;7,6971;0;0
218;entrée;2014-07-01;mais grain;4820;pick-up;iv;500;2;bouaké;-5,028;7,6845;3;2;mgb;-5,0248;7,6971;0;0
219;entrée;2014-07-01;assawa;1500;pick-up;iv;500;2;brobo;-4,8267;7,6407;25;25;mgb;-5,0248;7,6971;0;0
220;entrée;2014-07-01;mil;14940;gros camion;md;2000;2;mali;-7,473;11,4071;477;669;mgb;-5,0248;7,6971;0;0
221;sortie;2014-07-01;wakrou;32400;gros camion;md;2000;2;mgb;-5,0248;7,6971;0;0;mali;-7,473;11,4071;477;669
222;entrée;2014-07-01;riz paddy iguapé;10000;pick-up;iv;500;2;sakassou;-5,2914;7,4555;47;44;mgb;-5,0248;7,6971;0;0
223;entrée;2014-07-01;bété bété;6000;pick-up;iv;500;2;tiéningboué;-5,7241;8,177;124;113;mgb;-5,0248;7,6971;0;0
224;sortie;2014-07-01;assawa;34100;gros camion;md;2000;2;mgb;-5,0248;7,6971;0;0;mali;-7,473;11,4071;477;669
225;sortie;2014-07-01;kponan;33400;gros camion;md;2000;2;mgb;-5,0248;7,6971;0;0;mali;-7,473;11,4071;477;669
226;entrée;2014-07-01;riz paddy iguapé;1500;pick-up;iv;500;2;katiola;-5,1018;8,1401;38;51;mgb;-5,0248;7,6971;0;0
227;entrée;2014-07-01;banane plantain;31720;gros camion;iv;2000;0;bonon;-6,05;6,9333;150;197;mali;-7,473;11,4071;477;669
228;entrée;2014-07-01;riz paddy iguapé;2000;pick-up;iv;500;2;bouaké;-5,028;7,6845;3;2;mgb;-5,0248;7,6971;0;0
229;entrée;2014-07-01;attiéké sec;1080;pick-up;iv;500;0;bouaké;-5,028;7,6845;3;2;mgb;-5,0248;7,6971;0;0
230;entrée;2014-07-01;riz paddy bké 189;2500;pick-up;iv;500;2;bamoro;-5,049;7,8315;13;16;mgb;-5,0248;7,6971;0;0
231;entrée;2014-07-01;oignons;4780;gros camion;ng;2000;0;niger;2,1323;13,5119;987;1324;mgb;-5,0248;7,6971;0;0
232;entrée;2014-07-01;mais grain;6400;pick-up;iv;500;2;bouandougou;-5,6679;8,2146;116;106;mgb;-5,0248;7,6971;0;0
233;entrée;2014-07-01;arachide decortiquée;700;pick-up;iv;500;2;dabakala;-4,4272;8,3624;132;138;mgb;-5,0248;7,6971;0;0
234;entrée;2014-07-01;bété bété;16380;camion;iv;1000;2;bouandougou;-5,6679;8,2146;116;106;mgb;-5,0248;7,6971;0;0
235;sortie;2014-07-01;mais grain;7120;pick-up;iv;500;2;mgb;-5,0248;7,6971;0;0;bouaké;-5,028;7,6845;3;2
236;entrée;2014-07-01;arachide decortiquée;1280;pick-up;iv;500;2;bouaké;-5,028;7,6845;3;2;mgb;-5,0248;7,6971;0;0
237;entrée;2014-07-01;kpassadjo;1560;pick-up;iv;500;2;satama;-4,3595;7,9043;127;86;mgb;-5,0248;7,6971;0;0
238;entrée;2014-07-01;attiéké sec;1780;pick-up;iv;500;0;bouaké;-5,028;7,6845;3;2;mgb;-5,0248;7,6971;0;0
239;entrée;2014-07-01;riz paddy iguapé;1980;pick-up;iv;500;2;bouaké;-5,028;7,6845;3;2;mgb;-5,0248;7,6971;0;0
240;entrée;2014-07-01;arachide decortiquée;5000;voiture de transport;iv;0;2;dabakala;-4,4272;8,3624;132;138;mgb;-5,0248;7,6971;0;0
241;entrée;2014-07-01;wakrou;6030;pick-up;iv;500;2;tiébissou;-5,2243;7,1593;48;66;mgb;-5,0248;7,6971;0;0
242;entrée;2014-07-01;kponan;14400;camion;iv;1000;2;ravia;-4,893;7,4009;60;45;mgb;-5,0248;7,6971;0;0
243;entrée;2014-07-01;attiéké sec;2060;voiture de transport;iv;0;0;béoumi;-5,5791;7,6714;60;64;mgb;-5,0248;7,6971;0;0
244;entrée;2014-07-01;koudjan;5500;pick-up;iv;500;2;tiébissou;-5,2243;7,1593;48;66;mgb;-5,0248;7,6971;0;0
245;entrée;2014-07-01;banane plantain;30780;gros camion;md;2000;0;bonon;-6,05;6,9333;150;197;mali;-7,473;11,4071;477;669
246;entrée;2014-07-01;koudjan;5620;pick-up;iv;500;2;tiébissou;-5,2243;7,1593;48;66;mgb;-5,0248;7,6971;0;0
247;entrée;2014-07-01;riz local bké 189;12200;pick-up;iv;500;2;sakassou;-5,2914;7,4555;47;44;mgb;-5,0248;7,6971;0;0
248;entrée;2014-07-01;kpassadjo;400;pick-up;iv;500;2;katiola;-5,1018;8,1401;38;51;mgb;-5,0248;7,6971;0;0
249;entrée;2014-07-01;riz blanchi iguapé;400;pick-up;iv;500;2;bouaké;-5,028;7,6845;3;2;mgb;-5,0248;7,6971;0;0
250;entrée;2014-07-01;arachide decortiquée;3080;pick-up;iv;500;2;kouassikro;-4,7085;7,0329;124;100;mgb;-5,0248;7,6971;0;0
251;entrée;2014-07-01;banane plantain;0;gros camion;iv;2000;0;bonon;-6,05;6,9333;150;197;mali;-7,473;11,4071;477;669
252;entrée;2014-07-01;kpassadjo;4580;pick-up;iv;500;2;dabakala;-4,4272;8,3624;132;138;mgb;-5,0248;7,6971;0;0
253;entrée;2014-07-01;kpassadjo;9000;camion;iv;1000;2;yamoussoukro;-5,2778;6,8194;77;109;mgb;-5,0248;7,6971;0;0
254;entrée;2014-07-01;oignons;37340;gros camion;iv;2000;0;niger;2,1323;13,5119;987;1324;mgb;-5,0248;7,6971;0;0
255;entrée;2014-07-01;arachide decortiquée;2980;camion;iv;1000;2;béoumi;-5,5791;7,6714;60;64;mgb;-5,0248;7,6971;0;0
256;entrée;2014-07-01;arachide decortiquée;1200;voiture de transport;iv;0;2;satama;-4,3595;7,9043;127;86;mgb;-5,0248;7,6971;0;0
257;entrée;2014-07-01;kpassadjo;260;pick-up;iv;500;2;kouassikro;-4,7085;7,0329;124;100;mgb;-5,0248;7,6971;0;0
258;sortie;2014-07-01;koudjan;20760;gros camion;md;2000;2;mgb;-5,0248;7,6971;0;0;mali;-7,473;11,4071;477;669
259;entrée;2014-07-01;kponan;3820;pick-up;iv;500;2;didiévi;-4,893;7,1256;87;75;mgb;-5,0248;7,6971;0;0
260;entrée;2014-07-01;koudjan;1820;pick-up;iv;500;2;tiébissou;-5,2243;7,1593;48;66;mgb;-5,0248;7,6971;0;0
261;entrée;2014-07-01;koudjan;3840;pick-up;iv;500;2;tiébissou;-5,2243;7,1593;48;66;mgb;-5,0248;7,6971;0;0
262;entrée;2014-07-01;wakrou;7460;camion;iv;1000;2;tiébissou;-5,2243;7,1593;48;66;mgb;-5,0248;7,6971;0;0
263;sortie;2014-07-01;banane plantain;0;gros camion;iv;2000;0;mgb;-5,0248;7,6971;0;0;mali;-7,473;11,4071;477;669
264;entrée;2014-07-01;bété bété;6220;pick-up;iv;500;2;bouandougou;-5,6679;8,2146;116;106;mgb;-5,0248;7,6971;0;0
265;entrée;2014-07-01;arachide decortiquée;1500;voiture de transport;iv;0;2;kouassikro;-4,7085;7,0329;124;100;mgb;-5,0248;7,6971;0;0
266;entrée;2014-07-01;arachide decortiquée;1240;voiture de transport;iv;0;2;didiévi;-4,893;7,1256;87;75;mgb;-5,0248;7,6971;0;0
267;entrée;2014-07-01;attiéké sec;2060;voiture de transport;iv;0;2;béoumi;-5,5791;7,6714;60;64;mgb;-5,0248;7,6971;0;0
268;sortie;2014-07-01;florido;5000;gros camion;md;2000;2;mgb;-5,0248;7,6971;0;0;mali;-7,473;11,4071;477;669
269;entrée;2014-07-01;riz paddy iguapé;3220;voiture de transport;iv;0;2;mankono;-6,1883;8,0556;179;156;mgb;-5,0248;7,6971;0;0
270;entrée;2014-07-01;arachide decortiquée;880;moto 3 roues;iv;0;2;bouaké;-5,028;7,6845;3;2;mgb;-5,0248;7,6971;0;0
271;entrée;2014-07-01;arachide decortiquée;2220;pick-up;iv;500;2;dabakala;-4,4272;8,3624;132;138;mgb;-5,0248;7,6971;0;0
272;entrée;2014-07-01;attiéké sec;780;voiture de transport;iv;0;0;béoumi;-5,5791;7,6714;60;64;mgb;-5,0248;7,6971;0;0
273;entrée;2014-07-01;koudjan;2420;pick-up;iv;500;2;tiébissou;-5,2243;7,1593;48;66;mgb;-5,0248;7,6971;0;0
274;entrée;2014-07-01;arachide decortiquée;1060;pick-up;iv;500;2;satama;-4,3595;7,9043;127;86;mgb;-5,0248;7,6971;0;0
275;sortie;2014-07-01;wakrou;31820;gros camion;md;2000;2;mgb;-5,0248;7,6971;0;0;mali;-7,473;11,4071;477;669
276;sortie;2014-07-01;florido;32140;gros camion;md;2000;2;mgb;-5,0248;7,6971;0;0;mali;-7,473;11,4071;477;669
277;entrée;2014-07-01;koudjan;6940;camion;iv;1000;2;yamoussoukro;-5,2778;6,8194;77;109;mgb;-5,0248;7,6971;0;0
278;sortie;2014-07-01;florido;33260;gros camion;md;2000;2;mgb;-5,0248;7,6971;0;0;mali;-7,473;11,4071;477;669
279;entrée;2014-07-01;kponan;9960;camion;iv;1000;2;kouassikro;-4,7085;7,0329;124;100;mgb;-5,0248;7,6971;0;0
280;entrée;2014-07-01;koudjan;4360;pick-up;iv;500;2;m'bahiakro;-4,3378;7,4537;82;87;mgb;-5,0248;7,6971;0;0
281;entrée;2014-07-01;wakrou;14560;camion;iv;1000;2;m'bahiakro;-4,3378;7,4537;82;87;mgb;-5,0248;7,6971;0;0
282;entrée;2014-07-01;mais grain;64720;gros camion;md;2000;2;ouangolo;-5,157;9,9687;193;271;mgb;-5,0248;7,6971;0;0
283;entrée;2014-07-01;riz paddy iguapé;2060;pick-up;iv;2000;2;bouaké;-5,028;7,6845;3;2;mgb;-5,0248;7,6971;0;0
284;entrée;2014-07-01;koudjan;3700;pick-up;iv;500;2;tiébissou;-5,2243;7,1593;48;66;mgb;-5,0248;7,6971;0;0
285;entrée;2014-07-01;riz paddy bké 189;12260;pick-up;iv;500;2;sakassou;-5,2914;7,4555;47;44;mgb;-5,0248;7,6971;0;0
286;entrée;2014-07-01;koudjan;7140;camion;iv;1000;2;tiébissou;-5,2243;7,1593;48;66;mgb;-5,0248;7,6971;0;0
287;entrée;2014-07-01;koudjan;4880;pick-up;iv;500;2;tiébissou;-5,2243;7,1593;48;66;mgb;-5,0248;7,6971;0;0
288;entrée;2014-07-01;divers;1480;pick-up;iv;500;2;korhogo;-5,6316;9,4577;176;220;mgb;-5,0248;7,6971;0;0
289;entrée;2014-07-01;banane plantain;27360;gros camion;md;2000;0;vavoua;-6,4806;7,3803;239;299;mali;-7,473;11,4071;477;669
290;entrée;2014-07-01;banane plantain;0;camion;iv;1000;0;daloa;-6,4478;6,8892;187;242;mali;-7,473;11,4071;477;669
291;sortie;2014-07-01;banane plantain;30080;gros camion;iv;2000;0;bonon;-6,05;6,9333;150;197;mali;-7,473;11,4071;477;669
292;entrée;2014-07-01;koudjan;19020;camion;iv;1000;2;kounahiri;-5,8355;7,7901;90;97;mgb;-5,0248;7,6971;0;0
293;entrée;2014-07-01;banane plantain;0;camion;md;1000;0;daloa;-6,4478;6,8892;187;242;mali;-7,473;11,4071;477;669
294;entrée;2014-07-01;banane plantain;28680;gros camion;md;2000;0;bonon;-6,05;6,9333;150;197;mali;-7,473;11,4071;477;669
295;entrée;2014-07-01;mais grain;13100;camion;iv;1000;2;tiéningboué;-5,7241;8,177;124;113;mgb;-5,0248;7,6971;0;0
296;entrée;2014-07-01;mais grain;1200;pick-up;iv;500;2;béoumi;-5,5791;7,6714;60;64;mgb;-5,0248;7,6971;0;0
297;entrée;2014-07-01;arachide decortiquée;6120;camion;iv;1000;2;niakara;-5,2874;8,6614;84;116;mgb;-5,0248;7,6971;0;0
298;entrée;2014-07-01;attiéké sec;880;pick-up;iv;500;0;bouaké;-5,028;7,6845;3;2;mgb;-5,0248;7,6971;0;0
299;entrée;2014-07-01;florido;5240;pick-up;iv;500;2;satama;-4,3595;7,9043;127;86;mgb;-5,0248;7,6971;0;0
300;entrée;2014-07-01;tomate sodefel;10560;camion;iv;1000;2;tafiré;-5,1628;9,0688;119;167;mgb;-5,0248;7,6971;0;0
301;entrée;2014-07-01;mais grain;840;pick-up;iv;500;2;bouandougou;-5,6679;8,2146;116;106;mgb;-5,0248;7,6971;0;0
302;entrée;2014-07-01;koudjan;8560;camion;iv;1000;2;niakara;-5,2874;8,6614;84;116;mgb;-5,0248;7,6971;0;0
303;entrée;2014-07-01;arachide decortiquée;700;pick-up;iv;500;2;tiébissou;-5,2243;7,1593;48;66;mgb;-5,0248;7,6971;0;0
304;entrée;2014-07-01;riz local bké 189;6640;pick-up;iv;500;2;m'bahiakro;-4,3378;7,4537;82;87;mgb;-5,0248;7,6971;0;0
305;entrée;2014-07-01;assawa;13560;camion;iv;1000;2;dabakala;-4,4272;8,3624;132;138;mgb;-5,0248;7,6971;0;0
306;entrée;2014-07-01;piment sec;1940;voiture de transport;iv;0;0;mankono;-6,1883;8,0556;179;156;mgb;-5,0248;7,6971;0;0
307;entrée;2014-07-01;assawa;4060;camion;iv;1000;2;dabakala;-4,4272;8,3624;132;138;mgb;-5,0248;7,6971;0;0
308;entrée;2014-09-01;aubergine longue;1320;pick-up;iv;500;0;satama;-4,3595;7,9043;127;86;mgb;-5,0248;7,6971;0;0
309;entrée;2014-09-01;koudjan;1780;camion;iv;1000;2;brobo;-4,8267;7,6407;25;25;mgb;-5,0248;7,6971;0;0
310;entrée;2014-09-01;kléglé;980;pick-up;iv;500;2;tiéningboué;-5,7241;8,177;124;113;mgb;-5,0248;7,6971;0;0
311;entrée;2014-09-01;assawa;15560;camion;iv;1000;2;dabakala;-4,4272;8,3624;132;138;mgb;-5,0248;7,6971;0;0
312;entrée;2014-09-01;arachide decortiquée;3520;pick-up;iv;500;2;satama;-4,3595;7,9043;127;86;mgb;-5,0248;7,6971;0;0
313;entrée;2014-09-01;riz paddy bké 189;4040;pick-up;iv;500;2;katiola;-5,1018;8,1401;38;51;mgb;-5,0248;7,6971;0;0
314;entrée;2014-09-01;riz paddy bké 189;6540;pick-up;iv;500;2;m'bahiakro;-4,3378;7,4537;82;87;mgb;-5,0248;7,6971;0;0
315;entrée;2014-09-01;mais grain;8520;pick-up;iv;500;2;tiéningboué;-5,7241;8,177;124;113;mgb;-5,0248;7,6971;0;0
316;entrée;2014-09-01;arachide decortiquée;4000;pick-up;iv;500;2;satama;-4,3595;7,9043;127;86;mgb;-5,0248;7,6971;0;0
317;entrée;2014-09-01;igname;11060;camion;iv;1000;2;sakassou;-5,2914;7,4555;47;44;mgb;-5,0248;7,6971;0;0
318;entrée;2014-09-01;arachide decortiquée;500;moto 3 roues;iv;200;2;bouaké;-5,028;7,6845;3;2;mgb;-5,0248;7,6971;0;0
319;entrée;2014-09-01;mais grain;8520;pick-up;iv;500;2;tiéningboué;-5,7241;8,177;124;113;mgb;-5,0248;7,6971;0;0
320;entrée;2014-09-01;koudjan;4740;pick-up;iv;500;2;tiéningboué;-5,7241;8,177;124;113;mgb;-5,0248;7,6971;0;0
321;entrée;2014-09-01;riz paddy bké 189;5260;pick-up;iv;500;2;sinfra;-5,908;6,6165;152;188;mgb;-5,0248;7,6971;0;0
322;entrée;2014-09-01;koudjan;10600;camion;iv;1000;2;bouandougou;-5,6679;8,2146;116;106;mgb;-5,0248;7,6971;0;0
323;entrée;2014-09-01;divers;30300;gros camion;iv;2000;0;abidjan;-4,0208;5,3215;247;345;mgb;-5,0248;7,6971;0;0
324;sortie;2014-09-01;arachide decortiquée;7940;camion;iv;1000;2;mgb;-5,0248;7,6971;0;0;bouaké;-5,028;7,6845;3;2
325;entrée;2014-09-01;riz paddy bké 189;8260;pick-up;iv;500;2;hiré;-5,2959;6,1856;174;202;mgb;-5,0248;7,6971;0;0
326;entrée;2014-09-01;coco frais;3800;gros camion;iv;2000;2;daloa;-6,4478;6,8892;187;242;mgb;-5,0248;7,6971;0;0
327;entrée;2014-09-01;wakrou;15420;camion;iv;1000;2;dabakala;-4,4272;8,3624;132;138;mgb;-5,0248;7,6971;0;0
328;entrée;2014-09-01;arachide decortiquée;200;pick-up;iv;500;2;djebonoua;-5,0694;7,522;16;21;mgb;-5,0248;7,6971;0;0
329;entrée;2014-09-01;koudjan;8340;pick-up;iv;500;2;kounahiri;-5,8355;7,7901;90;97;mgb;-5,0248;7,6971;0;0
330;entrée;2014-09-01;mais grain;1360;pick-up;iv;500;2;botro;-5,3063;7,8447;48;44;mgb;-5,0248;7,6971;0;0
331;entrée;2014-09-01;arachide decortiquée;500;voiture de transport;iv;0;2;béoumi;-5,5791;7,6714;60;64;mgb;-5,0248;7,6971;0;0
332;entrée;2014-09-01;mais grain;1200;moto 3 roues;iv;200;2;bouaké;-5,028;7,6845;3;2;mgb;-5,0248;7,6971;0;0
333;entrée;2014-09-01;mais grain;1120;voiture de transport;iv;0;2;botro;-5,3063;7,8447;48;44;mgb;-5,0248;7,6971;0;0
334;entrée;2014-09-01;arachide decortiquée;1360;voiture de transport;iv;0;2;dianra;-6,2438;8,7628;282;218;mgb;-5,0248;7,6971;0;0
335;entrée;2014-09-01;arachide decortiquée;2800;voiture de transport;iv;0;2;tiéningboué;-5,7241;8,177;124;113;mgb;-5,0248;7,6971;0;0
336;entrée;2014-09-01;arachide decortiquée;1440;voiture de transport;iv;0;2;sakassou;-5,2914;7,4555;47;44;mgb;-5,0248;7,6971;0;0
337;entrée;2014-09-01;arachide decortiquée;720;voiture de transport;iv;0;2;sakassou;-5,2914;7,4555;47;44;mgb;-5,0248;7,6971;0;0
338;entrée;2014-09-01;piment sec;860;voiture de transport;iv;0;2;bonguera;-4,2434;7,6673;136;124;mgb;-5,0248;7,6971;0;0
339;entrée;2014-09-01;attiéké sec;840;voiture de transport;iv;0;2;béoumi;-5,5791;7,6714;60;64;mgb;-5,0248;7,6971;0;0
340;entrée;2014-09-01;arachide decortiquée;1120;moto 3 roues;iv;200;2;bouaké;-5,028;7,6845;3;2;mgb;-5,0248;7,6971;0;0
341;entrée;2014-09-01;arachide decortiquée;460;voiture de transport;iv;0;2;sakassou;-5,2914;7,4555;47;44;mgb;-5,0248;7,6971;0;0
342;entrée;2014-09-01;arachide decortiquée;1040;voiture de transport;iv;0;2;botro;-5,3063;7,8447;48;44;mgb;-5,0248;7,6971;0;0
343;entrée;2014-09-01;arachide decortiquée;460;moto 3 roues;iv;200;2;bouaké;-5,028;7,6845;3;2;mgb;-5,0248;7,6971;0;0
344;entrée;2014-09-01;arachide decortiquée;1080;voiture de transport;iv;0;2;sakassou;-5,2914;7,4555;47;44;mgb;-5,0248;7,6971;0;0
345;entrée;2014-09-01;arachide decortiquée;1920;pick-up;iv;500;2;satama;-4,3595;7,9043;127;86;mgb;-5,0248;7,6971;0;0
346;entrée;2014-09-01;arachide decortiquée;320;voiture de transport;iv;0;2;tiéningboué;-5,7241;8,177;124;113;mgb;-5,0248;7,6971;0;0
347;entrée;2014-09-01;arachide decortiquée;660;voiture de transport;iv;0;2;sakassou;-5,2914;7,4555;47;44;mgb;-5,0248;7,6971;0;0
348;entrée;2014-09-01;attiéké sec;440;voiture de transport;iv;0;2;béoumi;-5,5791;7,6714;60;64;mgb;-5,0248;7,6971;0;0
349;entrée;2014-09-01;arachide decortiquée;380;voiture de transport;iv;0;2;tiéningboué;-5,7241;8,177;124;113;mgb;-5,0248;7,6971;0;0
350;entrée;2014-09-01;arachide decortiquée;820;voiture de transport;iv;0;2;brobo;-4,8267;7,6407;25;25;mgb;-5,0248;7,6971;0;0
351;entrée;2014-09-01;divers;1120;moto 3 roues;iv;200;0;bouaké;-5,028;7,6845;3;2;mgb;-5,0248;7,6971;0;0
352;entrée;2014-09-01;koudjan;14440;camion;iv;1000;2;satama;-4,3595;7,9043;127;86;mgb;-5,0248;7,6971;0;0
353;entrée;2014-09-01;arachide decortiquée;3160;voiture de transport;iv;0;2;béoumi;-5,5791;7,6714;60;64;mgb;-5,0248;7,6971;0;0
354;entrée;2014-09-01;riz blanchi importé;1540;voiture de transport;iv;0;2;tiébissou;-5,2243;7,1593;48;66;mgb;-5,0248;7,6971;0;0
355;entrée;2014-09-01;arachide decortiquée;440;voiture de transport;iv;0;2;sakassou;-5,2914;7,4555;47;44;mgb;-5,0248;7,6971;0;0
356;entrée;2014-09-01;arachide decortiquée;280;voiture de transport;iv;0;2;sakassou;-5,2914;7,4555;47;44;mgb;-5,0248;7,6971;0;0
357;entrée;2014-09-01;mais grain;1160;voiture de transport;iv;0;2;sakassou;-5,2914;7,4555;47;44;mgb;-5,0248;7,6971;0;0
358;entrée;2014-09-01;attiéké sec;2780;gros camion;iv;2000;0;yamoussoukro;-5,2778;6,8194;77;109;mgb;-5,0248;7,6971;0;0
359;sortie;2014-09-01;mais grain;39620;gros camion;iv;2000;2;mgb;-5,0248;7,6971;0;0;abidjan;-4,0208;5,3215;247;345
360;entrée;2014-09-01;arachide decortiquée;1040;voiture de transport;iv;0;2;sakassou;-5,2914;7,4555;47;44;mgb;-5,0248;7,6971;0;0
361;entrée;2014-09-01;arachide decortiquée;720;voiture de transport;iv;0;2;tiéningboué;-5,7241;8,177;124;113;mgb;-5,0248;7,6971;0;0
362;entrée;2014-09-01;kpassadjo;17440;camion;iv;1000;2;dabakala;-4,4272;8,3624;132;138;mgb;-5,0248;7,6971;0;0
363;entrée;2014-09-01;assawa;7880;camion;iv;1000;2;brobo;-4,8267;7,6407;25;25;mgb;-5,0248;7,6971;0;0
364;entrée;2014-09-01;piment sec;2000;voiture de transport;iv;500;2;tiéningboué;-5,7241;8,177;124;113;mgb;-5,0248;7,6971;0;0
365;entrée;2014-09-01;arachide decortiquée;620;voiture de transport;iv;500;2;béoumi;-5,5791;7,6714;60;64;mgb;-5,0248;7,6971;0;0
366;entrée;2014-09-01;arachide decortiquée;1620;voiture de transport;iv;500;2;dabakala;-4,4272;8,3624;132;138;mgb;-5,0248;7,6971;0;0
367;entrée;2014-09-01;arachide decortiquée;720;voiture de transport;iv;500;2;sakassou;-5,2914;7,4555;47;44;mgb;-5,0248;7,6971;0;0
368;entrée;2014-09-01;attiéké sec;1460;voiture de transport;iv;500;0;tiébissou;-5,2243;7,1593;48;66;mgb;-5,0248;7,6971;0;0
369;entrée;2014-09-01;arachide decortiquée;2180;voiture de transport;iv;500;2;satama;-4,3595;7,9043;127;86;mgb;-5,0248;7,6971;0;0
370;entrée;2014-09-01;arachide decortiquée;1460;voiture de transport;iv;500;2;botro;-5,3063;7,8447;48;44;mgb;-5,0248;7,6971;0;0
371;entrée;2014-09-01;arachide decortiquée;1200;voiture de transport;iv;500;2;dabakala;-4,4272;8,3624;132;138;mgb;-5,0248;7,6971;0;0
372;entrée;2014-09-01;koudjan;7080;gros camion;iv;2000;2;satama;-4,3595;7,9043;127;86;mgb;-5,0248;7,6971;0;0
373;entrée;2014-09-01;mais grain;2940;pick-up;iv;500;2;bouaké;-5,028;7,6845;3;2;mgb;-5,0248;7,6971;0;0
374;entrée;2014-09-01;riz blanchi bké 189;840;voiture de transport;iv;0;2;yamoussoukro;-5,2778;6,8194;77;109;mgb;-5,0248;7,6971;0;0
375;entrée;2014-09-01;koudjan;4740;pick-up;iv;500;2;tiéningboué;-5,7241;8,177;124;113;mgb;-5,0248;7,6971;0;0
376;entrée;2014-09-01;coco frais;620;voiture de transport;iv;0;2;bouaké;-5,028;7,6845;3;2;mgb;-5,0248;7,6971;0;0
377;entrée;2014-09-01;mais grain;1640;voiture de transport;iv;0;2;mankono;-6,1883;8,0556;179;156;mgb;-5,0248;7,6971;0;0
