code;mouvt;mois;prod;poids;mod;immat;droit;cfakg;ori;lon_ori;lat_ori;dis_km_ori;dis_mn_ori;des;lon_des;lat_des;dis_km_des;dis_mn_des
963;entrée;2014-10-01;mais grain;18760;camion;iv;1000;2;satama;-4,3595;7,9043;127;86;mgb;-5,0248;7,6971;0;0
964;entrée;2014-10-01;mais grain;2960;voiture de transport;iv;0;2;dianra;-6,2438;8,7628;282;218;mgb;-5,0248;7,6971;0;0
965;entrée;2014-10-01;koudjan;15780;camion;iv;1000;2;kong;-4,6119;9,1503;225;241;mgb;-5,0248;7,6971;0;0
966;entrée;2014-10-01;mais grain;1880;voiture de transport;iv;0;2;béoumi;-5,5791;7,6714;60;64;mgb;-5,0248;7,6971;0;0
967;entrée;2014-10-01;arachide decortiquée;1100;voiture de transport;iv;0;2;dabakala;-4,4272;8,3624;132;138;mgb;-5,0248;7,6971;0;0
968;entrée;2014-10-01;riz paddy bké 189;1040;voiture de transport;iv;0;2;tiéningboué;-5,7241;8,177;124;113;mgb;-5,0248;7,6971;0;0
969;entrée;2014-10-01;attiéké sec;620;voiture de transport;iv;0;2;béoumi;-5,5791;7,6714;60;64;mgb;-5,0248;7,6971;0;0
970;entrée;2014-10-01;attiéké sec;920;voiture de transport;iv;0;2;béoumi;-5,5791;7,6714;60;64;mgb;-5,0248;7,6971;0;0
971;entrée;2014-10-01;arachide decortiquée;1160;voiture de transport;iv;0;2;sakassou;-5,2914;7,4555;47;44;mgb;-5,0248;7,6971;0;0
972;entrée;2014-10-01;mais grain;5860;pick-up;iv;500;2;bouandougou;-5,6679;8,2146;116;106;mgb;-5,0248;7,6971;0;0
973;entrée;2014-10-01;mil;4820;gros camion;md;2000;2;mali;-7,473;11,4071;477;669;mgb;-5,0248;7,6971;0;0
974;sortie;2014-10-01;assawa;32200;gros camion;iv;2000;2;mgb;-5,0248;7,6971;0;0;mali;-7,473;11,4071;477;669
975;entrée;2014-10-01;mais grain;3180;pick-up;iv;500;2;sakassou;-5,2914;7,4555;47;44;mgb;-5,0248;7,6971;0;0
976;entrée;2014-10-01;oignons;39540;gros camion;iv;2000;0;abidjan;-4,0208;5,3215;247;345;mgb;-5,0248;7,6971;0;0
977;sortie;2014-10-01;attiéké sec;30900;gros camion;iv;2000;2;mgb;-5,0248;7,6971;0;0;mali;-7,473;11,4071;477;669
978;entrée;2014-10-01;arachide decortiquée;3100;voiture de transport;iv;0;2;dianra;-6,2438;8,7628;282;218;mgb;-5,0248;7,6971;0;0
979;entrée;2014-10-01;mais grain;1260;voiture de transport;iv;0;2;tiéningboué;-5,7241;8,177;124;113;mgb;-5,0248;7,6971;0;0
980;entrée;2014-10-01;arachide decortiquée;420;voiture de transport;iv;0;2;sakassou;-5,2914;7,4555;47;44;mgb;-5,0248;7,6971;0;0
981;entrée;2014-10-01;arachide decortiquée;660;voiture de transport;iv;0;2;botro;-5,3063;7,8447;48;44;mgb;-5,0248;7,6971;0;0
982;entrée;2014-10-01;arachide decortiquée;600;voiture de transport;iv;0;2;satama;-4,3595;7,9043;127;86;mgb;-5,0248;7,6971;0;0
983;entrée;2014-10-01;kponan;17500;camion;iv;1000;2;kong;-4,6119;9,1503;225;241;mgb;-5,0248;7,6971;0;0
984;sortie;2014-10-01;divers;30160;gros camion;iv;2000;2;mgb;-5,0248;7,6971;0;0;san pédro;-6,6206;4,7419;412;473
985;sortie;2014-10-01;divers;32180;gros camion;iv;2000;2;mgb;-5,0248;7,6971;0;0;san pédro;-6,6206;4,7419;412;473
986;sortie;2014-10-01;mais grain;26220;gros camion;iv;2000;2;mgb;-5,0248;7,6971;0;0;abidjan;-4,0208;5,3215;247;345
987;entrée;2014-10-01;mais grain;2160;voiture de transport;iv;0;2;dianra;-6,2438;8,7628;282;218;mgb;-5,0248;7,6971;0;0
988;entrée;2014-10-01;piment sec;1420;voiture de transport;iv;0;2;kounahiri;-5,8355;7,7901;90;97;mgb;-5,0248;7,6971;0;0
989;entrée;2014-10-01;riz paddy iguapé;1240;voiture de transport;iv;0;2;mankono;-6,1883;8,0556;179;156;mgb;-5,0248;7,6971;0;0
990;entrée;2014-10-01;mais grain;4620;pick-up;iv;500;2;sakassou;-5,2914;7,4555;47;44;mgb;-5,0248;7,6971;0;0
991;entrée;2014-10-01;riz paddy bké 189;620;pick-up;iv;500;2;sakassou;-5,2914;7,4555;47;44;mgb;-5,0248;7,6971;0;0
992;entrée;2014-10-01;attiéké sec;2420;pick-up;iv;500;2;bouaké;-5,028;7,6845;3;2;mgb;-5,0248;7,6971;0;0
993;entrée;2014-10-01;arachide decortiquée;2360;voiture de transport;iv;0;2;tiébissou;-5,2243;7,1593;48;66;mgb;-5,0248;7,6971;0;0
994;entrée;2014-10-01;riz paddy iguapé;2100;voiture de transport;iv;0;2;mankono;-6,1883;8,0556;179;156;mgb;-5,0248;7,6971;0;0
995;entrée;2014-10-01;mais grain;1660;voiture de transport;iv;0;2;tiébissou;-5,2243;7,1593;48;66;mgb;-5,0248;7,6971;0;0
996;entrée;2014-10-01;arachide decortiquée;620;voiture de transport;iv;0;2;sakassou;-5,2914;7,4555;47;44;mgb;-5,0248;7,6971;0;0
997;entrée;2014-10-01;mil;37180;gros camion;iv;2000;2;mali;-7,473;11,4071;477;669;mgb;-5,0248;7,6971;0;0
998;entrée;2014-10-01;divers;36900;gros camion;iv;2000;2;tanda;-3,1733;7,7956;349;343;mgb;-5,0248;7,6971;0;0
999;entrée;2014-10-01;koudjan;5540;pick-up;iv;500;2;dabakala;-4,4272;8,3624;132;138;mgb;-5,0248;7,6971;0;0
1000;entrée;2014-10-01;arachide decortiquée;220;voiture de transport;iv;0;2;sakassou;-5,2914;7,4555;47;44;mgb;-5,0248;7,6971;0;0
1001;entrée;2014-10-01;arachide decortiquée;220;voiture de transport;iv;0;2;sakassou;-5,2914;7,4555;47;44;mgb;-5,0248;7,6971;0;0
1002;entrée;2014-10-01;divers;1260;voiture de transport;iv;0;2;béoumi;-5,5791;7,6714;60;64;mgb;-5,0248;7,6971;0;0
1003;entrée;2014-10-01;mais grain;700;voiture de transport;iv;0;2;bodokro;-5,4722;7,8747;81;66;mgb;-5,0248;7,6971;0;0
1004;entrée;2014-10-01;arachide decortiquée;1160;voiture de transport;iv;0;2;sakassou;-5,2914;7,4555;47;44;mgb;-5,0248;7,6971;0;0
1005;entrée;2014-10-01;mais grain;6780;pick-up;iv;500;2;béoumi;-5,5791;7,6714;60;64;mgb;-5,0248;7,6971;0;0
1006;entrée;2014-10-01;divers;16000;camion;iv;1000;2;béoumi;-5,5791;7,6714;60;64;mgb;-5,0248;7,6971;0;0
1007;entrée;2014-10-01;attiéké sec;1020;pick-up;iv;500;2;bouaké;-5,028;7,6845;3;2;mgb;-5,0248;7,6971;0;0
1008;entrée;2014-10-01;arachide decortiquée;1560;voiture de transport;iv;0;2;béoumi;-5,5791;7,6714;60;64;mgb;-5,0248;7,6971;0;0
1009;entrée;2014-10-01;wakrou;4620;pick-up;iv;500;2;dabakala;-4,4272;8,3624;132;138;mgb;-5,0248;7,6971;0;0
1010;entrée;2014-10-01;oignons;3500;camion;iv;1000;0;abidjan;-4,0208;5,3215;247;345;mgb;-5,0248;7,6971;0;0
1011;entrée;2014-10-01;mais grain;7120;pick-up;iv;500;2;botro;-5,3063;7,8447;48;44;mgb;-5,0248;7,6971;0;0
1012;entrée;2014-10-01;attiéké sec;1500;pick-up;iv;500;2;bouaké;-5,028;7,6845;3;2;mgb;-5,0248;7,6971;0;0
1013;entrée;2014-10-01;arachide decortiquée;21920;gros camion;iv;2000;2;dabakala;-4,4272;8,3624;132;138;mgb;-5,0248;7,6971;0;0
1014;entrée;2014-10-01;arachide decortiquée;5840;pick-up;iv;500;2;satama;-4,3595;7,9043;127;86;mgb;-5,0248;7,6971;0;0
1015;entrée;2014-10-01;piment sec;1100;voiture de transport;iv;0;2;tingrela;-6,4081;10,4844;373;433;mgb;-5,0248;7,6971;0;0
1016;entrée;2014-10-01;haricot sec;1980;voiture de transport;iv;0;2;mankono;-6,1883;8,0556;179;156;mgb;-5,0248;7,6971;0;0
1017;entrée;2014-10-01;riz blanchi iguapé;2480;voiture de transport;iv;0;2;tiéningboué;-5,7241;8,177;124;113;mgb;-5,0248;7,6971;0;0
1018;entrée;2014-10-01;mais grain;1320;voiture de transport;iv;0;2;dianra;-6,2438;8,7628;282;218;mgb;-5,0248;7,6971;0;0
1019;entrée;2014-10-01;arachide decortiquée;1580;voiture de transport;iv;0;2;bokada;-5,0331;8,0433;72;64;mgb;-5,0248;7,6971;0;0
1020;entrée;2014-10-01;orange;1360;voiture de transport;iv;0;2;béoumi;-5,5791;7,6714;60;64;mgb;-5,0248;7,6971;0;0
1021;entrée;2014-10-01;riz paddy bké 189;960;voiture de transport;iv;0;2;bonguera;-4,2434;7,6673;136;124;mgb;-5,0248;7,6971;0;0
1022;entrée;2014-10-01;mais grain;28880;gros camion;iv;2000;2;bouaflé;-5,7418;6,9919;121;163;mgb;-5,0248;7,6971;0;0
1023;entrée;2014-10-01;koudjan;15300;camion;iv;1000;2;kong;-4,6119;9,1503;225;241;mgb;-5,0248;7,6971;0;0
1024;entrée;2014-10-01;arachide decortiquée;18160;camion;iv;1000;2;korhogo;-5,6316;9,4577;176;220;mgb;-5,0248;7,6971;0;0
1025;entrée;2014-10-01;mais grain;6100;pick-up;iv;500;2;bouandougou;-5,6679;8,2146;116;106;mgb;-5,0248;7,6971;0;0
1026;entrée;2014-10-01;koudjan;6280;pick-up;iv;500;2;satama;-4,3595;7,9043;127;86;mgb;-5,0248;7,6971;0;0
1027;entrée;2014-10-01;arachide decortiquée;40740;gros camion;iv;2000;2;sakassou;-5,2914;7,4555;47;44;mgb;-5,0248;7,6971;0;0
1028;entrée;2014-10-01;mais grain;40040;gros camion;iv;2000;2;tiébissou;-5,2243;7,1593;48;66;mgb;-5,0248;7,6971;0;0
1029;entrée;2014-10-01;divers;44160;gros camion;iv;2000;2;tafiré;-5,1628;9,0688;119;167;mgb;-5,0248;7,6971;0;0
1030;sortie;2014-10-01;kponan;32220;gros camion;iv;2000;2;mgb;-5,0248;7,6971;0;0;mali;-7,473;11,4071;477;669
1031;entrée;2014-10-01;piment sec;1880;voiture de transport;iv;0;2;kounahiri;-5,8355;7,7901;90;97;mgb;-5,0248;7,6971;0;0
1032;entrée;2014-10-01;oignons;25000;gros camion;iv;2000;2;abidjan;-4,0208;5,3215;247;345;mgb;-5,0248;7,6971;0;0
1033;entrée;2014-10-01;koudjan;6420;camion;iv;1000;2;brobo;-4,8267;7,6407;25;25;mgb;-5,0248;7,6971;0;0
1034;entrée;2014-10-01;mais grain;5800;voiture de transport;iv;0;2;katiola;-5,1018;8,1401;38;51;mgb;-5,0248;7,6971;0;0
1035;entrée;2014-10-01;mais grain;42240;camion;iv;1000;2;dabakala;-4,4272;8,3624;132;138;mgb;-5,0248;7,6971;0;0
1036;entrée;2014-10-01;riz paddy bké 189;17280;camion;iv;1000;2;gagnoa;-5,944;6,127;205;241;mgb;-5,0248;7,6971;0;0
1037;entrée;2014-10-01;kponan;16160;camion;iv;1000;2;bondoukou;-2,803;8,039;398;396;mgb;-5,0248;7,6971;0;0
1038;entrée;2014-10-01;arachide decortiquée;1400;voiture de transport;iv;0;2;diabo;-5,1722;7,7852;28;26;mgb;-5,0248;7,6971;0;0
1039;entrée;2014-10-01;mais grain;2700;voiture de transport;iv;0;2;katiola;-5,1018;8,1401;38;51;mgb;-5,0248;7,6971;0;0
1040;entrée;2014-10-01;mais grain;1340;voiture de transport;iv;0;2;katiola;-5,1018;8,1401;38;51;mgb;-5,0248;7,6971;0;0
1041;entrée;2014-10-01;mil;14860;gros camion;iv;2000;2;mali;-7,473;11,4071;477;669;mgb;-5,0248;7,6971;0;0
1042;entrée;2014-10-01;attiéké sec;1280;voiture de transport;iv;0;2;bouaké;-5,028;7,6845;3;2;mgb;-5,0248;7,6971;0;0
1043;entrée;2014-10-01;oignons;44660;gros camion;iv;2000;2;abidjan;-4,0208;5,3215;247;345;mgb;-5,0248;7,6971;0;0
1044;entrée;2014-10-01;oignons;40220;gros camion;iv;2000;2;abidjan;-4,0208;5,3215;247;345;mgb;-5,0248;7,6971;0;0
1045;entrée;2014-10-01;florido;6600;pick-up;iv;500;2;kouassikro;-4,7085;7,0329;124;100;mgb;-5,0248;7,6971;0;0
1046;entrée;2014-10-01;arachide decortiquée;2460;voiture de transport;iv;0;2;dianra;-6,2438;8,7628;282;218;mgb;-5,0248;7,6971;0;0
1047;sortie;2014-10-01;kpassadjo;35060;gros camion;md;2000;2;mgb;-5,0248;7,6971;0;0;mali;-7,473;11,4071;477;669
1048;entrée;2014-10-01;arachide decortiquée;6680;pick-up;iv;500;2;tiéningboué;-5,7241;8,177;124;113;mgb;-5,0248;7,6971;0;0
1049;entrée;2014-10-01;koudjan;5560;pick-up;iv;500;2;tiébissou;-5,2243;7,1593;48;66;mgb;-5,0248;7,6971;0;0
1050;entrée;2014-10-01;riz paddy iguapé;6060;pick-up;iv;500;2;m'bahiakro;-4,3378;7,4537;82;87;mgb;-5,0248;7,6971;0;0
1051;entrée;2014-10-01;koudjan;8800;camion;iv;1000;2;satama;-4,3595;7,9043;127;86;mgb;-5,0248;7,6971;0;0
1052;entrée;2014-10-01;riz paddy bké 189;1540;voiture de transport;iv;0;2;tiéningboué;-5,7241;8,177;124;113;mgb;-5,0248;7,6971;0;0
1053;entrée;2014-10-01;riz paddy bké 189;1780;voiture de transport;iv;0;2;dabakala;-4,4272;8,3624;132;138;mgb;-5,0248;7,6971;0;0
1054;entrée;2014-10-01;arachide decortiquée;1380;voiture de transport;iv;0;2;béoumi;-5,5791;7,6714;60;64;mgb;-5,0248;7,6971;0;0
1055;entrée;2014-10-01;arachide decortiquée;1720;voiture de transport;iv;0;2;bouandougou;-5,6679;8,2146;116;106;mgb;-5,0248;7,6971;0;0
1056;entrée;2014-10-01;mais grain;1300;voiture de transport;iv;0;2;tiéningboué;-5,7241;8,177;124;113;mgb;-5,0248;7,6971;0;0
1057;entrée;2014-10-01;koudjan;1280;voiture de transport;iv;0;2;sakassou;-5,2914;7,4555;47;44;mgb;-5,0248;7,6971;0;0
1058;entrée;2014-10-01;arachide decortiquée;360;voiture de transport;iv;0;2;béoumi;-5,5791;7,6714;60;64;mgb;-5,0248;7,6971;0;0
1059;sortie;2014-10-01;kponan;32380;gros camion;md;2000;2;mgb;-5,0248;7,6971;0;0;mali;-7,473;11,4071;477;669
1060;entrée;2014-10-01;arachide decortiquée;2020;voiture de transport;iv;0;2;béoumi;-5,5791;7,6714;60;64;mgb;-5,0248;7,6971;0;0
1061;entrée;2014-10-01;mais grain;200;voiture de transport;iv;0;2;botro;-5,3063;7,8447;48;44;mgb;-5,0248;7,6971;0;0
1062;entrée;2014-10-01;mais grain;2620;gros camion;iv;2000;2;yamoussoukro;-5,2778;6,8194;77;109;mgb;-5,0248;7,6971;0;0
1063;entrée;2014-10-01;koudjan;21280;camion;iv;1000;2;bondoukou;-2,803;8,039;398;396;mgb;-5,0248;7,6971;0;0
1064;entrée;2014-10-01;arachide decortiquée;44340;gros camion;iv;2000;2;korhogo;-5,6316;9,4577;176;220;mgb;-5,0248;7,6971;0;0
1065;entrée;2014-10-01;koudjan;21820;gros camion;iv;1000;2;bondoukou;-2,803;8,039;398;396;mgb;-5,0248;7,6971;0;0
1066;entrée;2014-10-01;arachide decortiquée;160;voiture de transport;iv;0;2;bouaflé;-5,7418;6,9919;121;163;mgb;-5,0248;7,6971;0;0
1067;entrée;2014-10-01;florido;12520;camion;iv;1000;2;dabakala;-4,4272;8,3624;132;138;mgb;-5,0248;7,6971;0;0
1068;entrée;2014-10-01;arachide decortiquée;1420;voiture de transport;iv;0;2;béoumi;-5,5791;7,6714;60;64;mgb;-5,0248;7,6971;0;0
1069;entrée;2014-10-01;koudjan;16500;camion;iv;1000;2;kong;-4,6119;9,1503;225;241;mgb;-5,0248;7,6971;0;0
1070;entrée;2014-10-01;mais grain;340;voiture de transport;iv;0;2;katiola;-5,1018;8,1401;38;51;mgb;-5,0248;7,6971;0;0
1071;entrée;2014-10-01;arachide decortiquée;920;voiture de transport;iv;0;2;dianra;-6,2438;8,7628;282;218;mgb;-5,0248;7,6971;0;0
1072;entrée;2014-10-01;piment sec;1940;voiture de transport;iv;0;2;kounahiri;-5,8355;7,7901;90;97;mgb;-5,0248;7,6971;0;0
1073;entrée;2014-10-01;arachide decortiquée;3600;pick-up;iv;500;2;satama;-4,3595;7,9043;127;86;mgb;-5,0248;7,6971;0;0
1074;entrée;2014-10-01;koudjan;15480;camion;iv;1000;2;dabakala;-4,4272;8,3624;132;138;mgb;-5,0248;7,6971;0;0
1075;entrée;2014-10-01;kléglé;5640;pick-up;iv;500;2;tiéningboué;-5,7241;8,177;124;113;mgb;-5,0248;7,6971;0;0
1076;entrée;2014-10-01;kléglé;6760;camion;iv;1000;2;m'bahiakro;-4,3378;7,4537;82;87;mgb;-5,0248;7,6971;0;0
1077;entrée;2014-10-01;mais grain;16540;camion;iv;1000;2;mankono;-6,1883;8,0556;179;156;mgb;-5,0248;7,6971;0;0
1078;entrée;2014-10-01;mais grain;1560;voiture de transport;iv;0;2;bouandougou;-5,6679;8,2146;116;106;mgb;-5,0248;7,6971;0;0
1079;entrée;2014-10-01;attiéké sec;500;voiture de transport;iv;500;2;bouaké;-5,028;7,6845;3;2;mgb;-5,0248;7,6971;0;0
1080;entrée;2014-10-01;arachide decortiquée;3080;pick-up;iv;500;2;bonguera;-4,2434;7,6673;136;124;mgb;-5,0248;7,6971;0;0
1081;entrée;2014-10-01;koudjan;19560;gros camion;iv;2000;2;kong;-4,6119;9,1503;225;241;mgb;-5,0248;7,6971;0;0
1082;entrée;2014-10-01;arachide decortiquée;3260;voiture de transport;iv;0;2;dianra;-6,2438;8,7628;282;218;mgb;-5,0248;7,6971;0;0
1083;entrée;2014-10-01;oignons;43600;gros camion;iv;2000;0;abidjan;-4,0208;5,3215;247;345;mgb;-5,0248;7,6971;0;0
1084;entrée;2014-10-01;attiéké sec;1940;voiture de transport;iv;0;2;béoumi;-5,5791;7,6714;60;64;mgb;-5,0248;7,6971;0;0
1085;entrée;2014-10-01;wakrou;31100;camion;iv;1000;2;mgb;-5,0248;7,6971;0;0;mali;-7,473;11,4071;477;669
1086;entrée;2014-10-01;arachide decortiquée;1220;voiture de transport;iv;0;2;sakassou;-5,2914;7,4555;47;44;mgb;-5,0248;7,6971;0;0
1087;entrée;2014-10-01;piment sec;1800;voiture de transport;iv;0;2;dianra;-6,2438;8,7628;282;218;mgb;-5,0248;7,6971;0;0
1088;entrée;2014-10-01;mais grain;1640;voiture de transport;iv;0;2;mankono;-6,1883;8,0556;179;156;mgb;-5,0248;7,6971;0;0
1089;entrée;2014-10-01;riz paddy bké 189;100;voiture de transport;iv;0;2;mankono;-6,1883;8,0556;179;156;mgb;-5,0248;7,6971;0;0
1090;entrée;2014-10-01;mais grain;1620;voiture de transport;iv;0;2;botro;-5,3063;7,8447;48;44;mgb;-5,0248;7,6971;0;0
1091;entrée;2014-10-01;arachide decortiquée;1080;voiture de transport;iv;0;2;tiéningboué;-5,7241;8,177;124;113;mgb;-5,0248;7,6971;0;0
1092;entrée;2014-10-01;arachide decortiquée;1600;voiture de transport;iv;0;2;dianra;-6,2438;8,7628;282;218;mgb;-5,0248;7,6971;0;0
1093;entrée;2014-10-01;arachide decortiquée;29240;camion;iv;1000;2;korhogo;-5,6316;9,4577;176;220;mgb;-5,0248;7,6971;0;0
1094;entrée;2014-10-01;piment sec;420;voiture de transport;iv;0;2;sinfra;-5,908;6,6165;152;188;mgb;-5,0248;7,6971;0;0
1095;entrée;2014-10-01;arachide decortiquée;1480;voiture de transport;iv;0;2;tiéningboué;-5,7241;8,177;124;113;mgb;-5,0248;7,6971;0;0
1096;entrée;2014-10-01;mais grain;1060;voiture de transport;iv;0;2;tiéningboué;-5,7241;8,177;124;113;mgb;-5,0248;7,6971;0;0
1097;entrée;2014-10-01;kléglé;140;pick-up;iv;500;2;tiéningboué;-5,7241;8,177;124;113;mgb;-5,0248;7,6971;0;0
1098;entrée;2014-10-01;bété bété;220;pick-up;iv;500;2;tiéningboué;-5,7241;8,177;124;113;mgb;-5,0248;7,6971;0;0
1099;entrée;2014-10-01;haricot sec;8120;camion;iv;1000;2;tafiré;-5,1628;9,0688;119;167;mgb;-5,0248;7,6971;0;0
1100;entrée;2014-10-01;divers;4760;pick-up;iv;500;2;satama;-4,3595;7,9043;127;86;mgb;-5,0248;7,6971;0;0
1101;entrée;2014-10-01;attiéké sec;1140;pick-up;iv;500;2;bouaké;-5,028;7,6845;3;2;mgb;-5,0248;7,6971;0;0
1102;entrée;2014-10-01;koudjan;500;camion;iv;1000;2;kong;-4,6119;9,1503;225;241;mgb;-5,0248;7,6971;0;0
1103;entrée;2014-10-01;arachide decortiquée;5140;pick-up;iv;500;2;niakara;-5,2874;8,6614;84;116;mgb;-5,0248;7,6971;0;0
1104;entrée;2014-10-01;divers;1300;voiture de transport;iv;0;2;tiéningboué;-5,7241;8,177;124;113;mgb;-5,0248;7,6971;0;0
1105;entrée;2014-10-01;riz blanchi iguapé;1040;voiture de transport;iv;0;2;mankono;-6,1883;8,0556;179;156;mgb;-5,0248;7,6971;0;0
1106;entrée;2014-10-01;attiéké sec;660;moto 3 roues;iv;200;2;bouaké;-5,028;7,6845;3;2;mgb;-5,0248;7,6971;0;0
1107;entrée;2014-10-01;riz blanchi importé;8100;pick-up;iv;500;2;bouandougou;-5,6679;8,2146;116;106;mgb;-5,0248;7,6971;0;0
1108;entrée;2014-10-01;mil;4460;gros camion;iv;2000;2;mali;-7,473;11,4071;477;669;mgb;-5,0248;7,6971;0;0
1109;entrée;2014-10-01;assawa;920;camion;iv;1000;2;bouna;-2,9994;9,2684;457;382;mgb;-5,0248;7,6971;0;0
1110;entrée;2014-10-01;arachide decortiquée;2140;voiture de transport;iv;0;2;bokada;-5,0331;8,0433;72;64;mgb;-5,0248;7,6971;0;0
1111;entrée;2014-10-01;attiéké sec;140;voiture de transport;iv;0;2;bouaké;-5,028;7,6845;3;2;mgb;-5,0248;7,6971;0;0
1112;entrée;2014-10-01;riz blanchi iguapé;1020;moto 3 roues;iv;200;2;bouaké;-5,028;7,6845;3;2;mgb;-5,0248;7,6971;0;0
1113;entrée;2014-10-01;arachide decortiquée;1480;voiture de transport;iv;0;2;tiébissou;-5,2243;7,1593;48;66;mgb;-5,0248;7,6971;0;0
1114;entrée;2014-10-01;attiéké sec;540;pick-up;iv;500;2;bouaké;-5,028;7,6845;3;2;mgb;-5,0248;7,6971;0;0
1115;entrée;2014-10-01;mais grain;5040;pick-up;iv;500;2;sakassou;-5,2914;7,4555;47;44;mgb;-5,0248;7,6971;0;0
1116;entrée;2014-10-01;arachide decortiquée;17180;camion;iv;1000;2;niakara;-5,2874;8,6614;84;116;mgb;-5,0248;7,6971;0;0
1117;sortie;2014-10-01;mais grain;39560;gros camion;iv;2000;2;mgb;-5,0248;7,6971;0;0;bouaké;-5,028;7,6845;3;2
1118;entrée;2014-10-01;arachide decortiquée;2900;voiture de transport;iv;0;2;dianra;-6,2438;8,7628;282;218;mgb;-5,0248;7,6971;0;0
1119;entrée;2014-10-01;riz paddy bké 189;940;voiture de transport;iv;0;2;bouandougou;-5,6679;8,2146;116;106;mgb;-5,0248;7,6971;0;0
1120;entrée;2014-10-01;mais grain;3100;voiture de transport;iv;0;2;botro;-5,3063;7,8447;48;44;mgb;-5,0248;7,6971;0;0
1121;entrée;2014-10-01;arachide decortiquée;700;voiture de transport;iv;0;2;sakassou;-5,2914;7,4555;47;44;mgb;-5,0248;7,6971;0;0
1122;entrée;2014-10-01;mais grain;4860;pick-up;iv;500;2;katiola;-5,1018;8,1401;38;51;mgb;-5,0248;7,6971;0;0
1123;entrée;2014-10-01;divers;1900;voiture de transport;iv;0;2;kounahiri;-5,8355;7,7901;90;97;mgb;-5,0248;7,6971;0;0
1124;entrée;2014-10-01;riz blanchi importé;2120;voiture de transport;iv;0;2;dabakala;-4,4272;8,3624;132;138;mgb;-5,0248;7,6971;0;0
1125;entrée;2014-10-01;piment sec;1280;voiture de transport;iv;0;2;ferké;-5,1973;9,5924;162;228;mgb;-5,0248;7,6971;0;0
1126;entrée;2014-10-01;divers;880;voiture de transport;iv;0;2;tiéningboué;-5,7241;8,177;124;113;mgb;-5,0248;7,6971;0;0
1127;entrée;2014-10-01;mais grain;1040;voiture de transport;iv;0;2;mankono;-6,1883;8,0556;179;156;mgb;-5,0248;7,6971;0;0
1128;entrée;2014-10-01;attiéké sec;3300;voiture de transport;iv;0;2;béoumi;-5,5791;7,6714;60;64;mgb;-5,0248;7,6971;0;0
1129;entrée;2014-10-01;arachide decortiquée;1940;voiture de transport;iv;0;2;tiéningboué;-5,7241;8,177;124;113;mgb;-5,0248;7,6971;0;0
1130;entrée;2014-10-01;arachide decortiquée;840;voiture de transport;iv;0;2;béoumi;-5,5791;7,6714;60;64;mgb;-5,0248;7,6971;0;0
1131;entrée;2014-10-01;assawa;12780;camion;iv;1000;2;kong;-4,6119;9,1503;225;241;mgb;-5,0248;7,6971;0;0
1132;entrée;2014-10-01;oignons;29960;camion;iv;1000;2;abidjan;-4,0208;5,3215;247;345;mgb;-5,0248;7,6971;0;0
1133;entrée;2014-10-01;assawa;17440;camion;iv;1000;2;bondoukou;-2,803;8,039;398;396;mgb;-5,0248;7,6971;0;0
1134;entrée;2014-10-01;wakrou;26640;camion;iv;1000;2;bouna;-2,9994;9,2684;457;382;mgb;-5,0248;7,6971;0;0
1135;entrée;2014-10-01;divers;5700;camion;iv;1000;0;satama;-4,3595;7,9043;127;86;mgb;-5,0248;7,6971;0;0
1136;entrée;2014-10-01;assawa;1700;pick-up;iv;500;2;tiéningboué;-5,7241;8,177;124;113;mgb;-5,0248;7,6971;0;0
1137;entrée;2014-10-01;mais grain;1240;voiture de transport;iv;0;2;béoumi;-5,5791;7,6714;60;64;mgb;-5,0248;7,6971;0;0
1138;entrée;2014-10-01;bété bété;4000;pick-up;iv;500;2;béoumi;-5,5791;7,6714;60;64;mgb;-5,0248;7,6971;0;0
1139;entrée;2014-10-01;arachide decortiquée;2540;camion;iv;1000;2;béoumi;-5,5791;7,6714;60;64;mgb;-5,0248;7,6971;0;0
1140;entrée;2014-10-01;arachide decortiquée;3680;voiture de transport;iv;0;2;bouaké;-5,028;7,6845;3;2;mgb;-5,0248;7,6971;0;0
1141;entrée;2014-10-01;kponan;7700;camion;iv;1000;2;dabakala;-4,4272;8,3624;132;138;mgb;-5,0248;7,6971;0;0
1142;entrée;2014-10-01;wakrou;16700;camion;iv;1000;2;dabakala;-4,4272;8,3624;132;138;mgb;-5,0248;7,6971;0;0
1143;sortie;2014-10-01;divers;8960;camion;iv;1000;2;mgb;-5,0248;7,6971;0;0;abidjan;-4,0208;5,3215;247;345
1144;entrée;2014-10-01;attiéké sec;60;pick-up;iv;500;0;mgb;-5,0248;7,6971;0;0;bouaké;-5,028;7,6845;3;2
1145;entrée;2014-10-01;assawa;20740;camion;iv;1000;2;bouna;-2,9994;9,2684;457;382;mgb;-5,0248;7,6971;0;0
1146;entrée;2014-10-01;assawa;15600;camion;iv;1000;2;marabadiassa;-5,4342;8,0925;82;75;mgb;-5,0248;7,6971;0;0
1147;entrée;2014-10-01;kponan;24060;camion;iv;1000;2;kounahiri;-5,8355;7,7901;90;97;mgb;-5,0248;7,6971;0;0
1148;entrée;2014-10-01;kpassadjo;18720;camion;iv;1000;2;moronou;-4,9716;6,3211;130;178;mgb;-5,0248;7,6971;0;0
