VALUE,LCZ1,latitude,longitude
"22.83000000,""11"",6.93,2.91"
"22.73000000,""9"",6.54,2.96"
"22.63000000,""12"",6.93,2.90"
"23.57000000,""6"",6.54,3.06"
"22.83000000,""12"",6.93,3.00"
"23.37000000,""9"",6.54,3.05"
"22.83000000,""12"",6.93,2.99"
"24.05000000,""6"",6.54,3.07"
"23.33000000,""12"",6.93,3.02"
"23.83000000,""6"",6.54,3.06"
"23.33000000,""12"",6.93,3.01"
"22.49000000,""9"",6.54,3.02"
"22.93000000,""14"",6.93,2.97"
"22.51000000,""14"",6.54,3.01"
"23.01000000,""14"",6.93,2.96"
"23.17000000,""9"",6.54,3.04"
"22.87000000,""12"",6.93,2.98"
"22.63000000,""9"",6.54,3.03"
"23.01000000,""12"",6.93,2.97"
"22.93000000,""14"",6.54,2.91"
"22.55000000,""11"",6.54,2.90"
"22.87000000,""14"",6.54,2.93"
"22.97000000,""14"",6.54,2.92"
"22.97000000,""11"",6.54,2.89"
"22.23000000,""11"",6.94,3.73"
"nan,""17"",6.55,3.69"
"23.27000000,""6"",6.94,3.63"
"nan,""17"",6.55,3.68"
"22.37000000,""11"",6.94,3.62"
"nan,""17"",6.55,3.70"
"22.79000000,""12"",6.94,3.65"
"nan,""17"",6.55,3.69"
"23.41000000,""6"",6.94,3.64"
"nan,""17"",6.55,3.65"
"21.65000000,""11"",6.94,3.60"
"nan,""17"",6.55,3.64"
"21.41000000,""12"",6.94,3.59"
"nan,""17"",6.55,3.67"
"21.93000000,""11"",6.94,3.61"
"nan,""17"",6.55,3.66"
"21.69000000,""11"",6.94,3.60"
"22.45000000,""11"",6.94,3.70"
"21.99000000,""11"",6.94,3.69"
"22.35000000,""12"",6.94,3.72"
"22.47000000,""11"",6.94,3.71"
"nan,""17"",6.55,3.72"
"22.15000000,""12"",6.94,3.67"
"nan,""17"",6.55,3.71"
"22.09000000,""12"",6.94,3.66"
"21.95000000,""11"",6.94,3.69"
"nan,""17"",6.55,3.73"
"21.97000000,""12"",6.94,3.68"
"24.19000000,""6"",6.55,3.54"
"21.53000000,""12"",6.94,3.49"
"24.19000000,""6"",6.55,3.53"
"21.15000000,""12"",6.94,3.48"
"23.93000000,""11"",6.55,3.56"
"22.15000000,""9"",6.94,3.51"
"24.19000000,""6"",6.55,3.55"
"22.05000000,""9"",6.94,3.50"
"24.55000000,""6"",6.55,3.51"
"21.61000000,""11"",6.94,3.45"
"24.49000000,""9"",6.55,3.50"
"21.41000000,""12"",6.94,3.44"
"24.45000000,""9"",6.55,3.52"
"21.05000000,""12"",6.94,3.47"
"24.49000000,""9"",6.55,3.51"
"21.27000000,""12"",6.94,3.46"
"nan,""17"",6.55,3.61"
"21.93000000,""12"",6.94,3.56"
"nan,""17"",6.55,3.60"
"22.23000000,""11"",6.94,3.55"
"nan,""17"",6.55,3.63"
"21.37000000,""12"",6.94,3.58"
"nan,""17"",6.55,3.62"
"21.69000000,""12"",6.94,3.57"
"nan,""17"",6.55,3.58"
"21.85000000,""12"",6.94,3.52"
"23.81000000,""14"",6.55,3.57"
"22.05000000,""12"",6.94,3.51"
"nan,""17"",6.55,3.60"
"22.27000000,""12"",6.94,3.54"
"nan,""17"",6.55,3.59"
"22.11000000,""12"",6.94,3.53"
"24.43000000,""3"",6.55,3.40"
"21.91000000,""12"",6.94,3.34"
"24.89000000,""3"",6.55,3.39"
"21.47000000,""11"",6.94,3.33"
"nan,""17"",6.55,3.42"
"22.05000000,""12"",6.94,3.36"
"nan,""3"",6.55,3.41"
"21.93000000,""12"",6.94,3.35"
"25.13000000,""3"",6.55,3.36"
"21.91000000,""9"",6.94,3.31"
"25.15000000,""8"",6.55,3.35"
"22.05000000,""12"",6.94,3.30"
"25.41000000,""3"",6.55,3.38"
"21.57000000,""11"",6.94,3.33"
"25.25000000,""6"",6.55,3.37"
"21.71000000,""13"",6.94,3.32"
"nan,""17"",6.55,3.47"
"21.37000000,""12"",6.94,3.42"
"nan,""17"",6.55,3.46"
"21.45000000,""12"",6.94,3.41"
"24.33000000,""6"",6.55,3.49"
"21.35000000,""12"",6.94,3.43"
"24.71000000,""6"",6.55,3.48"
"21.15000000,""12"",6.94,3.42"
"nan,""17"",6.55,3.43"
"21.67000000,""12"",6.94,3.38"
"nan,""17"",6.55,3.42"
"21.77000000,""12"",6.94,3.37"
"nan,""17"",6.55,3.45"
"21.25000000,""12"",6.94,3.40"
"nan,""17"",6.55,3.44"
"21.61000000,""12"",6.94,3.39"
"25.11000000,""3"",6.55,3.25"
"23.53000000,""14"",6.94,3.20"
"25.13000000,""3"",6.55,3.24"
"23.29000000,""14"",6.94,3.19"
"25.03000000,""3"",6.55,3.27"
"24.19000000,""6"",6.94,3.22"
"25.13000000,""3"",6.55,3.26"
"23.91000000,""9"",6.94,3.21"
"24.01000000,""3"",6.55,3.22"
"22.75000000,""13"",6.94,3.16"
"23.29000000,""6"",6.55,3.21"
"22.79000000,""13"",6.94,3.15"
"25.13000000,""3"",6.55,3.24"
"23.15000000,""13"",6.94,3.18"
"24.89000000,""3"",6.55,3.23"
"22.99000000,""13"",6.94,3.17"
"24.91000000,""3"",6.55,3.33"
"22.39000000,""12"",6.94,3.27"
"24.73000000,""9"",6.55,3.32"
"22.63000000,""14"",6.94,3.26"
"25.23000000,""8"",6.55,3.34"
"22.19000000,""13"",6.94,3.29"
"25.23000000,""3"",6.55,3.33"
"22.35000000,""12"",6.94,3.28"
"24.95000000,""3"",6.55,3.29"
"23.43000000,""14"",6.94,3.24"
"25.01000000,""3"",6.55,3.28"
"23.65000000,""9"",6.94,3.23"
"24.37000000,""3"",6.55,3.31"
"22.81000000,""9"",6.94,3.25"
"24.69000000,""3"",6.55,3.30"
"23.23000000,""13"",6.94,3.24"
"23.53000000,""9"",6.55,3.11"
"23.73000000,""14"",6.94,3.06"
"23.47000000,""9"",6.55,3.10"
"23.29000000,""14"",6.94,3.05"
"23.89000000,""8"",6.55,3.13"
"23.45000000,""12"",6.94,3.07"
"23.87000000,""9"",6.55,3.12"
"23.61000000,""14"",6.94,3.06"
"23.85000000,""6"",6.55,3.07"
"23.23000000,""12"",6.94,3.02"
"23.33000000,""6"",6.55,3.06"
"23.31000000,""14"",6.94,3.01"
"23.75000000,""9"",6.55,3.09"
"23.43000000,""14"",6.94,3.04"
"23.87000000,""9"",6.55,3.08"
"23.53000000,""14"",6.94,3.03"
"23.59000000,""6"",6.55,3.18"
"22.95000000,""12"",6.94,3.13"
"23.51000000,""14"",6.55,3.17"
"22.65000000,""12"",6.94,3.12"
"23.21000000,""9"",6.55,3.20"
"22.99000000,""13"",6.94,3.15"
"23.53000000,""9"",6.55,3.19"
"22.93000000,""13"",6.94,3.14"
"23.07000000,""14"",6.55,3.15"
"23.07000000,""12"",6.94,3.09"
"23.79000000,""9"",6.55,3.14"
"23.29000000,""12"",6.94,3.08"
"23.35000000,""9"",6.55,3.16"
"22.57000000,""12"",6.94,3.11"
"23.13000000,""14"",6.55,3.15"
"22.81000000,""12"",6.94,3.10"
"23.03000000,""11"",6.94,2.91"
"22.85000000,""12"",6.94,2.90"
"23.75000000,""12"",6.94,2.93"
"23.41000000,""12"",6.94,2.92"
"22.73000000,""14"",6.94,2.89"
"22.21000000,""12"",6.62,2.89"
"23.25000000,""12"",6.94,2.98"
"23.45000000,""14"",6.94,2.97"
"22.43000000,""12"",6.62,2.91"
"23.09000000,""12"",6.94,3.00"
"22.35000000,""12"",6.62,2.90"
"23.17000000,""12"",6.94,2.99"
"23.67000000,""14"",6.94,2.95"
"23.75000000,""14"",6.94,2.94"
"23.51000000,""14"",6.94,2.97"
"23.53000000,""14"",6.94,2.96"
"21.79000000,""6"",7.02,3.72"
"21.89000000,""11"",7.02,3.71"
"21.95000000,""11"",7.02,3.73"
"23.37000000,""9"",6.63,3.67"
"21.89000000,""11"",7.02,3.61"
"23.09000000,""11"",6.63,3.66"
"21.85000000,""11"",7.02,3.60"
"22.81000000,""11"",6.63,3.69"
"21.89000000,""11"",7.02,3.63"
"23.07000000,""11"",6.63,3.68"
"21.93000000,""11"",7.02,3.62"
"23.37000000,""9"",6.63,3.63"
"21.33000000,""12"",7.02,3.58"
"23.39000000,""11"",6.63,3.62"
"21.55000000,""12"",7.02,3.57"
"23.01000000,""9"",6.63,3.65"
"21.59000000,""12"",7.02,3.60"
"23.31000000,""11"",6.63,3.64"
"21.39000000,""12"",7.02,3.59"
"22.33000000,""11"",7.02,3.69"
"23.63000000,""11"",6.63,3.73"
"21.93000000,""11"",7.02,3.68"
"22.05000000,""11"",7.02,3.70"
"22.23000000,""11"",7.02,3.69"
"22.79000000,""9"",6.63,3.70"
"22.23000000,""11"",7.02,3.65"
"22.73000000,""11"",6.63,3.69"
"21.79000000,""11"",7.02,3.64"
"23.57000000,""9"",6.63,3.72"
"22.01000000,""11"",7.02,3.67"
"23.49000000,""9"",6.63,3.71"
"22.29000000,""11"",7.02,3.66"
"24.35000000,""6"",6.63,3.52"
"20.99000000,""12"",7.02,3.47"
"24.67000000,""3"",6.63,3.51"
"20.89000000,""12"",7.02,3.46"
"24.21000000,""6"",6.63,3.54"
"21.49000000,""9"",7.02,3.49"
"23.95000000,""9"",6.63,3.53"
"21.17000000,""12"",7.02,3.48"
"24.27000000,""6"",6.63,3.49"
"21.53000000,""12"",7.02,3.43"
"23.91000000,""6"",6.63,3.48"
"21.61000000,""12"",7.02,3.42"
"24.51000000,""3"",6.63,3.51"
"21.35000000,""12"",7.02,3.45"
"24.43000000,""6"",6.63,3.50"
"21.45000000,""12"",7.02,3.44"
"23.63000000,""11"",6.63,3.60"
"21.93000000,""12"",7.02,3.54"
"23.65000000,""11"",6.63,3.59"
"21.81000000,""12"",7.02,3.53"
"23.15000000,""11"",6.63,3.61"
"21.89000000,""12"",7.02,3.56"
"23.53000000,""9"",6.63,3.60"
"21.95000000,""12"",7.02,3.55"
"24.17000000,""6"",6.63,3.56"
"21.71000000,""12"",7.02,3.51"
"24.23000000,""6"",6.63,3.55"
"21.69000000,""9"",7.02,3.50"
"24.15000000,""6"",6.63,3.58"
"21.95000000,""12"",7.02,3.52"
"24.15000000,""6"",6.63,3.57"
"21.73000000,""12"",7.02,3.51"
"24.49000000,""3"",6.63,3.38"
"21.63000000,""12"",7.02,3.33"
"24.85000000,""3"",6.63,3.37"
"21.41000000,""12"",7.02,3.32"
"24.37000000,""6"",6.63,3.40"
"21.91000000,""12"",7.02,3.34"
"24.49000000,""3"",6.63,3.39"
"21.75000000,""14"",7.02,3.33"
"25.49000000,""3"",6.63,3.34"
"21.93000000,""12"",7.02,3.29"
"25.47000000,""3"",6.63,3.33"
"21.89000000,""12"",7.02,3.28"
"25.13000000,""3"",6.63,3.36"
"21.51000000,""11"",7.02,3.31"
"25.29000000,""3"",6.63,3.35"
"21.63000000,""11"",7.02,3.30"
"22.33000000,""11"",6.63,3.45"
"21.73000000,""14"",7.02,3.40"
"22.23000000,""11"",6.63,3.44"
"21.41000000,""12"",7.02,3.39"
"23.27000000,""6"",6.63,3.47"
"21.67000000,""12"",7.02,3.42"
"22.83000000,""11"",6.63,3.46"
"21.59000000,""12"",7.02,3.41"
"23.07000000,""14"",6.63,3.42"
"21.47000000,""12"",7.02,3.36"
"23.85000000,""6"",6.63,3.41"
"21.71000000,""12"",7.02,3.35"
"22.21000000,""9"",6.63,3.43"
"21.27000000,""12"",7.02,3.38"
"22.59000000,""9"",6.63,3.42"
"21.05000000,""12"",7.02,3.37"
"24.33000000,""16"",6.63,3.24"
"22.23000000,""12"",7.02,3.18"
"24.17000000,""6"",6.63,3.23"
"22.45000000,""12"",7.02,3.17"
"24.43000000,""6"",6.63,3.25"
"22.07000000,""12"",7.02,3.20"
"24.35000000,""3"",6.63,3.24"
"22.11000000,""12"",7.02,3.19"
"23.63000000,""6"",6.63,3.20"
"22.15000000,""12"",7.02,3.15"
"23.67000000,""11"",6.63,3.19"
"22.27000000,""14"",7.02,3.14"
"24.27000000,""6"",6.63,3.22"
"22.55000000,""12"",7.02,3.16"
"24.23000000,""6"",6.63,3.21"
"22.69000000,""12"",7.02,3.15"
"25.39000000,""3"",6.63,3.31"
"22.29000000,""12"",7.02,3.25"
"25.19000000,""3"",6.63,3.30"
"22.95000000,""9"",7.02,3.24"
"25.45000000,""3"",6.63,3.33"
"21.73000000,""12"",7.02,3.27"
"25.59000000,""3"",6.63,3.32"
"21.83000000,""13"",7.02,3.26"
"24.91000000,""3"",6.63,3.27"
"23.07000000,""14"",7.02,3.22"
"24.53000000,""3"",6.63,3.26"
"22.75000000,""12"",7.02,3.21"
"25.31000000,""3"",6.63,3.29"
"23.47000000,""9"",7.02,3.24"
"25.19000000,""3"",6.63,3.28"
"23.27000000,""14"",7.02,3.23"
"22.99000000,""12"",6.63,3.09"
"23.65000000,""9"",7.02,3.04"
"23.09000000,""9"",6.63,3.08"
"23.47000000,""9"",7.02,3.03"
"22.89000000,""12"",6.63,3.11"
"23.49000000,""14"",7.02,3.06"
"22.93000000,""12"",6.63,3.10"
"23.55000000,""9"",7.02,3.05"
"22.71000000,""12"",6.63,3.06"
"23.21000000,""9"",7.02,3.00"
"23.09000000,""12"",6.63,3.05"
"23.25000000,""12"",7.02,2.99"
"23.01000000,""11"",6.63,3.07"
"23.53000000,""12"",7.02,3.02"
"22.87000000,""11"",6.63,3.06"
"23.23000000,""12"",7.02,3.01"
"23.33000000,""9"",6.63,3.16"
"22.17000000,""12"",7.02,3.11"
"23.01000000,""9"",6.63,3.15"
"22.31000000,""12"",7.02,3.10"
"23.69000000,""6"",6.63,3.18"
"22.01000000,""12"",7.02,3.13"
"23.61000000,""9"",6.63,3.17"
"21.85000000,""12"",7.02,3.12"
"22.59000000,""12"",6.63,3.13"
"22.57000000,""12"",7.02,3.07"
"22.83000000,""9"",6.63,3.12"
"22.65000000,""12"",7.02,3.06"
"22.07000000,""9"",6.63,3.15"
"22.35000000,""11"",7.02,3.09"
"22.31000000,""14"",6.63,3.14"
"22.51000000,""12"",7.02,3.08"
"21.91000000,""12"",6.63,2.95"
"22.15000000,""13"",7.02,2.89"
"22.05000000,""11"",6.63,2.94"
"22.45000000,""9"",6.63,2.97"
"22.13000000,""14"",7.02,2.91"
"22.51000000,""14"",6.63,2.96"
"22.15000000,""13"",7.02,2.90"
"22.27000000,""12"",6.63,2.91"
"22.43000000,""14"",6.63,2.90"
"22.11000000,""11"",6.63,2.93"
"22.01000000,""11"",6.63,2.92"
"22.31000000,""14"",6.63,3.02"
"22.71000000,""12"",7.02,2.97"
"22.11000000,""14"",6.63,3.01"
"22.69000000,""12"",7.02,2.96"
"22.85000000,""9"",6.63,3.04"
"23.31000000,""12"",7.02,2.98"
"22.55000000,""9"",6.63,3.03"
"23.01000000,""9"",7.02,2.97"
"22.01000000,""14"",6.63,2.98"
"22.29000000,""9"",7.02,2.93"
"22.33000000,""14"",6.63,2.97"
"22.19000000,""9"",7.02,2.92"
"21.91000000,""14"",6.63,3.00"
"22.45000000,""12"",7.02,2.95"
"21.85000000,""14"",6.63,2.99"
"22.23000000,""13"",7.02,2.94"
"22.41000000,""12"",6.63,2.89"
"24.49000000,""6"",6.62,3.42"
"24.77000000,""6"",6.62,3.41"
"23.87000000,""14"",6.62,3.43"
"23.99000000,""6"",6.62,3.42"
"24.75000000,""3"",6.62,3.38"
"24.73000000,""3"",6.62,3.37"
"24.87000000,""3"",6.62,3.40"
"24.75000000,""6"",6.62,3.39"
"25.03000000,""3"",6.62,3.49"
"24.09000000,""6"",6.62,3.48"
"25.05000000,""3"",6.62,3.51"
"25.01000000,""6"",6.62,3.50"
"23.49000000,""11"",6.62,3.45"
"23.63000000,""14"",6.62,3.44"
"24.01000000,""6"",6.62,3.47"
"23.45000000,""11"",6.62,3.46"
"25.03000000,""3"",6.62,3.27"
"22.85000000,""14"",7.00,3.22"
"25.21000000,""3"",6.62,3.26"
"22.69000000,""12"",7.00,3.21"
"25.37000000,""3"",6.62,3.29"
"22.81000000,""14"",7.00,3.24"
"25.11000000,""6"",6.62,3.28"
"23.15000000,""14"",7.00,3.23"
"24.01000000,""6"",6.62,3.24"
"22.15000000,""12"",7.00,3.18"
"24.21000000,""6"",6.62,3.23"
"22.63000000,""12"",7.00,3.17"
"25.07000000,""3"",6.62,3.25"
"22.33000000,""12"",7.00,3.20"
"24.53000000,""6"",6.62,3.24"
"22.19000000,""12"",7.00,3.19"
"25.67000000,""3"",6.62,3.34"
"21.65000000,""12"",7.00,3.29"
"25.57000000,""3"",6.62,3.33"
"21.71000000,""14"",7.00,3.28"
"25.13000000,""8"",6.62,3.36"
"21.35000000,""11"",7.00,3.31"
"25.65000000,""3"",6.62,3.35"
"21.31000000,""11"",7.00,3.30"
"25.49000000,""3"",6.62,3.31"
"22.47000000,""14"",7.00,3.25"
"25.49000000,""3"",6.62,3.30"
"22.61000000,""14"",7.00,3.24"
"25.39000000,""3"",6.62,3.33"
"22.43000000,""12"",7.00,3.27"
"25.43000000,""3"",6.62,3.32"
"22.49000000,""14"",7.00,3.26"
"21.95000000,""12"",6.62,3.13"
"22.87000000,""14"",7.00,3.07"
"21.91000000,""12"",6.62,3.12"
"23.21000000,""14"",7.00,3.06"
"22.03000000,""9"",6.62,3.15"
"22.31000000,""12"",7.00,3.09"
"21.95000000,""12"",6.62,3.14"
"22.49000000,""12"",7.00,3.08"
"22.63000000,""9"",6.62,3.09"
"24.65000000,""14"",7.00,3.04"
"22.79000000,""9"",6.62,3.08"
"24.27000000,""14"",7.00,3.03"
"21.77000000,""9"",6.62,3.11"
"23.83000000,""8"",7.00,3.06"
"22.05000000,""9"",6.62,3.10"
"24.51000000,""8"",7.00,3.05"
"23.73000000,""6"",6.62,3.20"
"22.11000000,""12"",7.00,3.15"
"23.01000000,""9"",6.62,3.19"
"22.17000000,""14"",7.00,3.14"
"24.41000000,""6"",6.62,3.22"
"22.45000000,""12"",7.00,3.16"
"24.27000000,""6"",6.62,3.21"
"22.27000000,""12"",7.00,3.15"
"22.71000000,""9"",6.62,3.16"
"22.07000000,""12"",7.00,3.11"
"22.41000000,""9"",6.62,3.15"
"22.17000000,""12"",7.00,3.10"
"22.71000000,""9"",6.62,3.18"
"21.83000000,""14"",7.00,3.13"
"22.77000000,""9"",6.62,3.17"
"21.87000000,""12"",7.00,3.12"
"22.47000000,""14"",6.62,2.98"
"22.33000000,""14"",7.00,2.93"
"22.49000000,""9"",6.62,2.97"
"22.19000000,""12"",7.00,2.92"
"22.45000000,""14"",6.62,3.00"
"22.67000000,""12"",7.00,2.95"
"22.49000000,""14"",6.62,2.99"
"22.57000000,""13"",7.00,2.94"
"22.65000000,""9"",6.62,2.95"
"22.45000000,""13"",7.00,2.89"
"22.31000000,""11"",6.62,2.94"
"22.57000000,""9"",6.62,2.97"
"22.29000000,""12"",7.00,2.91"
"22.65000000,""12"",6.62,2.96"
"22.53000000,""12"",7.00,2.90"
"22.39000000,""9"",6.62,3.06"
"23.69000000,""12"",7.00,3.00"
"22.27000000,""9"",6.62,3.05"
"23.57000000,""12"",7.00,2.99"
"22.95000000,""9"",6.62,3.07"
"23.99000000,""12"",7.00,3.02"
"22.55000000,""9"",6.62,3.06"
"23.79000000,""12"",7.00,3.01"
"22.03000000,""14"",6.62,3.02"
"22.89000000,""13"",7.00,2.97"
"22.37000000,""14"",6.62,3.01"
"22.61000000,""13"",7.00,2.96"
"22.23000000,""9"",6.62,3.04"
"23.35000000,""12"",7.00,2.98"
"22.13000000,""14"",6.62,3.03"
"23.11000000,""13"",7.00,2.97"
"22.49000000,""14"",6.62,2.91"
"22.55000000,""14"",6.62,2.90"
"22.23000000,""9"",6.62,2.93"
"22.25000000,""12"",6.62,2.92"
"22.51000000,""12"",6.62,2.89"
"22.03000000,""11"",7.01,3.73"
"22.81000000,""9"",6.62,3.69"
"21.67000000,""12"",7.01,3.63"
"22.97000000,""11"",6.62,3.68"
"21.99000000,""11"",7.01,3.62"
"22.87000000,""9"",6.62,3.70"
"22.15000000,""11"",7.01,3.65"
"22.81000000,""11"",6.62,3.69"
"21.49000000,""11"",7.01,3.64"
"23.41000000,""9"",6.62,3.65"
"21.25000000,""11"",7.01,3.60"
"23.31000000,""9"",6.62,3.64"
"21.27000000,""12"",7.01,3.59"
"23.13000000,""11"",6.62,3.67"
"21.83000000,""11"",7.01,3.61"
"23.47000000,""9"",6.62,3.66"
"21.71000000,""11"",7.01,3.60"
"22.21000000,""11"",7.01,3.70"
"22.43000000,""11"",7.01,3.69"
"21.73000000,""11"",7.01,3.72"
"21.95000000,""11"",7.01,3.71"
"23.23000000,""9"",6.62,3.72"
"22.69000000,""12"",7.01,3.67"
"23.11000000,""9"",6.62,3.71"
"22.31000000,""11"",7.01,3.66"
"22.53000000,""11"",7.01,3.69"
"23.49000000,""9"",6.62,3.73"
"22.77000000,""11"",7.01,3.68"
"24.35000000,""6"",6.62,3.54"
"20.91000000,""12"",7.01,3.49"
"24.19000000,""6"",6.62,3.53"
"20.91000000,""12"",7.01,3.48"
"24.17000000,""6"",6.62,3.56"
"21.53000000,""12"",7.01,3.51"
"24.41000000,""6"",6.62,3.55"
"21.21000000,""12"",7.01,3.50"
"24.79000000,""3"",6.62,3.51"
"21.25000000,""11"",7.01,3.45"
"24.65000000,""3"",6.62,3.50"
"21.25000000,""11"",7.01,3.44"
"24.57000000,""6"",6.62,3.52"
"20.97000000,""12"",7.01,3.47"
"24.79000000,""6"",6.62,3.51"
"21.03000000,""12"",7.01,3.46"
"23.41000000,""9"",6.62,3.61"
"21.93000000,""14"",7.01,3.56"
"23.53000000,""9"",6.62,3.60"
"21.93000000,""12"",7.01,3.55"
"23.25000000,""9"",6.62,3.63"
"21.27000000,""12"",7.01,3.58"
"23.29000000,""9"",6.62,3.62"
"21.75000000,""12"",7.01,3.57"
"24.23000000,""6"",6.62,3.58"
"21.75000000,""12"",7.01,3.52"
"24.19000000,""6"",6.62,3.57"
"21.61000000,""12"",7.01,3.51"
"23.75000000,""6"",6.62,3.60"
"21.93000000,""12"",7.01,3.54"
"23.85000000,""6"",6.62,3.59"
"21.81000000,""12"",7.01,3.53"
"24.31000000,""6"",6.62,3.40"
"21.97000000,""12"",7.01,3.34"
"24.35000000,""6"",6.62,3.39"
"21.73000000,""12"",7.01,3.33"
"23.45000000,""14"",6.62,3.42"
"21.43000000,""12"",7.01,3.36"
"23.99000000,""9"",6.62,3.41"
"21.61000000,""12"",7.01,3.35"
"24.99000000,""8"",6.62,3.36"
"21.27000000,""12"",7.01,3.31"
"25.39000000,""3"",6.62,3.35"
"21.29000000,""12"",7.01,3.30"
"24.37000000,""6"",6.62,3.38"
"21.59000000,""12"",7.01,3.33"
"24.69000000,""3"",6.62,3.37"
"21.31000000,""12"",7.01,3.32"
"23.77000000,""6"",6.62,3.47"
"21.45000000,""12"",7.01,3.42"
"23.43000000,""11"",6.62,3.46"
"21.45000000,""14"",7.01,3.41"
"24.71000000,""6"",6.62,3.49"
"21.35000000,""12"",7.01,3.43"
"24.47000000,""3"",6.62,3.48"
"21.45000000,""12"",7.01,3.42"
"22.65000000,""9"",6.62,3.43"
"21.31000000,""12"",7.01,3.38"
"22.75000000,""14"",6.62,3.42"
"21.17000000,""12"",7.01,3.37"
"23.11000000,""11"",6.62,3.45"
"21.35000000,""12"",7.01,3.40"
"22.73000000,""11"",6.62,3.44"
"21.39000000,""12"",7.01,3.39"
"24.47000000,""3"",6.62,3.25"
"21.91000000,""12"",7.01,3.20"
"24.49000000,""7"",6.62,3.24"
"21.95000000,""12"",7.01,3.19"
"24.91000000,""3"",6.62,3.27"
"22.91000000,""14"",7.01,3.22"
"24.47000000,""6"",6.62,3.26"
"22.77000000,""14"",7.01,3.21"
"24.45000000,""6"",6.62,3.22"
"22.25000000,""12"",7.01,3.16"
"24.31000000,""6"",6.62,3.21"
"22.05000000,""12"",7.01,3.15"
"24.41000000,""6"",6.62,3.24"
"22.11000000,""12"",7.01,3.18"
"24.25000000,""6"",6.62,3.23"
"22.33000000,""12"",7.01,3.17"
"25.27000000,""3"",6.62,3.33"
"21.85000000,""12"",7.01,3.27"
"25.41000000,""3"",6.62,3.32"
"21.83000000,""12"",7.01,3.26"
"25.55000000,""8"",6.62,3.34"
"21.75000000,""12"",7.01,3.29"
"25.47000000,""3"",6.62,3.33"
"21.77000000,""12"",7.01,3.28"
"25.19000000,""3"",6.62,3.29"
"22.83000000,""14"",7.01,3.24"
"25.03000000,""3"",6.62,3.28"
"23.01000000,""9"",7.01,3.23"
"25.43000000,""3"",6.62,3.31"
"21.89000000,""14"",7.01,3.25"
"25.35000000,""3"",6.62,3.30"
"22.49000000,""12"",7.01,3.24"
"22.67000000,""9"",6.62,3.11"
"23.83000000,""6"",7.01,3.06"
"22.91000000,""9"",6.62,3.10"
"24.17000000,""8"",7.01,3.05"
"22.13000000,""12"",6.62,3.13"
"22.91000000,""14"",7.01,3.07"
"22.31000000,""12"",6.62,3.12"
"23.11000000,""9"",7.01,3.06"
"22.97000000,""9"",6.62,3.07"
"23.77000000,""14"",7.01,3.02"
"22.73000000,""12"",6.62,3.06"
"23.53000000,""12"",7.01,3.01"
"22.99000000,""11"",6.62,3.09"
"24.17000000,""14"",7.01,3.04"
"23.01000000,""9"",6.62,3.08"
"23.83000000,""12"",7.01,3.03"
"23.43000000,""9"",6.62,3.18"
"21.97000000,""14"",7.01,3.13"
"23.31000000,""9"",6.62,3.17"
"21.97000000,""12"",7.01,3.12"
"23.73000000,""6"",6.62,3.20"
"21.99000000,""12"",7.01,3.15"
"23.51000000,""9"",6.62,3.19"
"22.25000000,""14"",7.01,3.14"
"21.89000000,""9"",6.62,3.15"
"22.83000000,""12"",7.01,3.09"
"22.03000000,""9"",6.62,3.14"
"22.67000000,""14"",7.01,3.08"
"22.83000000,""12"",6.62,3.16"
"22.23000000,""12"",7.01,3.11"
"22.57000000,""9"",6.62,3.15"
"22.67000000,""9"",7.01,3.10"
"22.69000000,""14"",6.62,2.97"
"22.47000000,""14"",7.01,2.91"
"22.67000000,""14"",6.62,2.96"
"22.65000000,""14"",7.01,2.90"
"22.17000000,""14"",6.62,2.98"
"22.31000000,""12"",7.01,2.93"
"22.55000000,""14"",6.62,2.97"
"22.41000000,""9"",7.01,2.92"
"22.23000000,""11"",6.62,2.93"
"22.35000000,""11"",6.62,2.92"
"22.37000000,""11"",6.62,2.95"
"22.33000000,""13"",7.01,2.89"
"22.17000000,""11"",6.62,2.94"
"23.15000000,""9"",6.62,3.04"
"23.35000000,""12"",7.01,2.98"
"23.07000000,""9"",6.62,3.03"
"23.05000000,""13"",7.01,2.97"
"22.63000000,""12"",6.62,3.06"
"23.49000000,""9"",7.01,3.00"
"23.07000000,""9"",6.62,3.05"
"23.43000000,""12"",7.01,2.99"
"22.07000000,""14"",6.62,3.00"
"22.51000000,""9"",7.01,2.95"
"21.93000000,""14"",6.62,2.99"
"22.33000000,""12"",7.01,2.94"
"22.45000000,""14"",6.62,3.02"
"22.85000000,""13"",7.01,2.97"
"22.23000000,""14"",6.62,3.01"
"22.75000000,""12"",7.01,2.96"
"nan,""17"",6.61,3.72"
"23.05000000,""9"",6.99,3.67"
"nan,""17"",6.61,3.71"
"22.91000000,""12"",6.99,3.66"
"22.79000000,""6"",6.99,3.69"
"nan,""17"",6.61,3.73"
"23.37000000,""12"",6.99,3.68"
"22.99000000,""11"",6.61,3.69"
"21.73000000,""12"",6.99,3.63"
"23.13000000,""9"",6.61,3.68"
"21.75000000,""11"",6.99,3.62"
"nan,""17"",6.61,3.70"
"21.93000000,""12"",6.99,3.65"
"nan,""14"",6.61,3.69"
"21.63000000,""12"",6.99,3.64"
"21.93000000,""11"",6.99,3.73"
"22.05000000,""11"",6.99,3.70"
"22.43000000,""11"",6.99,3.69"
