VALUE,LCZ1,latitude,longitude
"25.41000000,""3"",6.53,3.36"
"21.85000000,""12"",6.92,3.31"
"25.35000000,""3"",6.53,3.35"
"21.87000000,""11"",6.92,3.30"
"25.07000000,""3"",6.53,3.38"
"21.69000000,""13"",6.92,3.33"
"25.39000000,""3"",6.53,3.37"
"21.67000000,""11"",6.92,3.32"
"25.23000000,""3"",6.53,3.33"
"22.23000000,""12"",6.92,3.27"
"25.03000000,""3"",6.53,3.32"
"22.63000000,""14"",6.92,3.26"
"25.29000000,""3"",6.53,3.34"
"21.91000000,""12"",6.92,3.29"
"25.25000000,""8"",6.53,3.33"
"22.17000000,""12"",6.92,3.28"
"22.91000000,""9"",6.53,3.15"
"23.31000000,""12"",6.92,3.09"
"23.47000000,""6"",6.53,3.14"
"23.21000000,""12"",6.92,3.08"
"22.37000000,""11"",6.53,3.16"
"23.01000000,""12"",6.92,3.11"
"22.55000000,""14"",6.53,3.15"
"22.89000000,""12"",6.92,3.10"
"22.93000000,""11"",6.53,3.11"
"22.79000000,""12"",6.92,3.06"
"23.33000000,""9"",6.53,3.10"
"22.71000000,""12"",6.92,3.05"
"24.09000000,""6"",6.53,3.13"
"23.01000000,""12"",6.92,3.07"
"23.67000000,""9"",6.53,3.12"
"22.87000000,""12"",6.92,3.06"
"24.23000000,""3"",6.53,3.22"
"23.57000000,""13"",6.92,3.16"
"22.51000000,""11"",6.53,3.21"
"23.35000000,""13"",6.92,3.15"
"24.45000000,""6"",6.53,3.24"
"23.73000000,""16"",6.92,3.18"
"24.23000000,""3"",6.53,3.23"
"23.85000000,""9"",6.92,3.17"
"22.79000000,""9"",6.53,3.18"
"23.23000000,""12"",6.92,3.13"
"22.65000000,""9"",6.53,3.17"
"23.07000000,""12"",6.92,3.12"
"22.55000000,""11"",6.53,3.20"
"23.23000000,""13"",6.92,3.15"
"22.59000000,""11"",6.53,3.19"
"23.07000000,""12"",6.92,3.14"
"22.97000000,""9"",6.53,3.00"
"22.93000000,""12"",6.92,2.95"
"22.83000000,""9"",6.53,2.99"
"23.25000000,""12"",6.92,2.94"
"22.87000000,""9"",6.53,3.02"
"22.77000000,""14"",6.92,2.97"
"22.85000000,""9"",6.53,3.01"
"22.83000000,""12"",6.92,2.96"
"22.59000000,""9"",6.53,2.97"
"22.83000000,""11"",6.92,2.91"
"23.19000000,""14"",6.53,2.96"
"22.61000000,""13"",6.92,2.90"
"22.79000000,""9"",6.53,2.98"
"23.33000000,""12"",6.92,2.93"
"22.51000000,""11"",6.53,2.97"
"23.39000000,""9"",6.92,2.92"
"24.15000000,""6"",6.53,3.07"
"23.71000000,""12"",6.92,3.02"
"24.11000000,""6"",6.53,3.06"
"23.25000000,""14"",6.92,3.01"
"23.93000000,""6"",6.53,3.09"
"22.93000000,""12"",6.92,3.04"
"24.17000000,""8"",6.53,3.08"
"23.27000000,""14"",6.92,3.03"
"22.43000000,""9"",6.53,3.04"
"22.93000000,""12"",6.92,2.98"
"22.87000000,""9"",6.53,3.03"
"22.99000000,""12"",6.92,2.97"
"23.73000000,""9"",6.53,3.06"
"23.47000000,""14"",6.92,3.00"
"23.17000000,""9"",6.53,3.05"
"22.97000000,""12"",6.92,2.99"
"22.77000000,""9"",6.53,2.93"
"22.91000000,""14"",6.53,2.92"
"23.25000000,""9"",6.53,2.95"
"22.45000000,""12"",6.92,2.89"
"23.23000000,""9"",6.53,2.94"
"22.61000000,""9"",6.53,2.89"
"22.97000000,""14"",6.53,2.91"
"22.65000000,""12"",6.53,2.90"
"nan,""17"",6.54,3.70"
"22.39000000,""9"",6.93,3.65"
"nan,""17"",6.54,3.69"
"22.77000000,""6"",6.93,3.64"
"nan,""17"",6.54,3.72"
"22.45000000,""9"",6.93,3.67"
"nan,""17"",6.54,3.71"
"22.35000000,""12"",6.93,3.66"
"nan,""17"",6.54,3.67"
"21.91000000,""11"",6.93,3.61"
"nan,""17"",6.54,3.66"
"21.69000000,""11"",6.93,3.60"
"nan,""17"",6.54,3.69"
"22.49000000,""9"",6.93,3.63"
"nan,""17"",6.54,3.68"
"22.29000000,""11"",6.93,3.62"
"22.15000000,""12"",6.93,3.72"
"22.15000000,""12"",6.93,3.71"
"22.01000000,""9"",6.93,3.73"
"22.15000000,""12"",6.93,3.69"
"nan,""17"",6.54,3.73"
"22.19000000,""9"",6.93,3.68"
"22.19000000,""11"",6.93,3.70"
"22.05000000,""11"",6.93,3.69"
"23.27000000,""9"",6.52,3.04"
"21.69000000,""11"",6.93,3.51"
"23.31000000,""9"",6.52,3.03"
"21.65000000,""9"",6.93,3.50"
"23.07000000,""9"",6.52,3.06"
"21.77000000,""12"",6.93,3.52"
"23.25000000,""9"",6.52,3.05"
"21.67000000,""11"",6.93,3.51"
"22.91000000,""11"",6.52,3.00"
"21.63000000,""12"",6.93,3.47"
"22.85000000,""9"",6.52,2.99"
"21.63000000,""11"",6.93,3.46"
"23.59000000,""9"",6.52,3.02"
"21.55000000,""14"",6.93,3.49"
"23.51000000,""9"",6.52,3.01"
"21.61000000,""12"",6.93,3.48"
"23.31000000,""9"",6.52,3.11"
"21.53000000,""11"",6.93,3.58"
"23.47000000,""9"",6.52,3.10"
"21.79000000,""11"",6.93,3.57"
"23.07000000,""9"",6.52,3.13"
"21.61000000,""11"",6.93,3.60"
"23.21000000,""9"",6.52,3.12"
"21.47000000,""11"",6.93,3.59"
"23.23000000,""8"",6.52,3.07"
"22.19000000,""12"",6.93,3.54"
"23.17000000,""9"",6.52,3.06"
"22.05000000,""11"",6.93,3.53"
"23.73000000,""6"",6.52,3.09"
"21.97000000,""11"",6.93,3.56"
"23.51000000,""8"",6.52,3.08"
"22.21000000,""12"",6.93,3.55"
"23.67000000,""17"",6.52,2.89"
"22.81000000,""11"",6.52,2.91"
"22.77000000,""11"",6.52,2.90"
"22.93000000,""11"",6.52,2.97"
"23.15000000,""9"",6.90,2.91"
"23.39000000,""9"",6.52,2.96"
"22.63000000,""12"",6.90,2.90"
"22.73000000,""9"",6.52,2.98"
"22.89000000,""14"",6.90,2.93"
"22.41000000,""14"",6.52,2.97"
"23.05000000,""14"",6.90,2.92"
"23.41000000,""11"",6.52,2.93"
"22.91000000,""11"",6.52,2.92"
"23.71000000,""9"",6.52,2.95"
"22.53000000,""9"",6.90,2.89"
"23.63000000,""9"",6.52,2.94"
"21.73000000,""12"",6.91,3.69"
"22.27000000,""11"",6.53,3.73"
"22.05000000,""9"",6.91,3.68"
"21.65000000,""12"",6.91,3.70"
"21.35000000,""12"",6.91,3.69"
"23.35000000,""11"",6.53,3.70"
"23.69000000,""9"",6.91,3.65"
"23.41000000,""11"",6.53,3.69"
"22.09000000,""12"",6.91,3.64"
"22.43000000,""11"",6.53,3.72"
"23.07000000,""3"",6.91,3.67"
"23.11000000,""11"",6.53,3.71"
"23.43000000,""6"",6.91,3.66"
"22.25000000,""9"",6.91,3.72"
"22.09000000,""9"",6.91,3.71"
"22.35000000,""12"",6.91,3.73"
"nan,""17"",6.53,3.60"
"22.41000000,""14"",6.91,3.54"
"nan,""17"",6.53,3.59"
"22.11000000,""12"",6.91,3.53"
"nan,""17"",6.53,3.61"
"22.09000000,""12"",6.91,3.56"
"nan,""17"",6.53,3.60"
"22.19000000,""12"",6.91,3.55"
"nan,""17"",6.53,3.56"
"21.63000000,""12"",6.91,3.51"
"nan,""17"",6.53,3.55"
"21.83000000,""12"",6.91,3.50"
"nan,""17"",6.53,3.58"
"21.97000000,""11"",6.91,3.52"
"nan,""17"",6.53,3.57"
"21.59000000,""12"",6.91,3.51"
"nan,""17"",6.53,3.67"
"22.39000000,""12"",6.91,3.61"
"nan,""17"",6.53,3.66"
"22.03000000,""12"",6.91,3.60"
"23.47000000,""11"",6.53,3.69"
"22.33000000,""11"",6.91,3.63"
"nan,""17"",6.53,3.68"
"22.41000000,""9"",6.91,3.62"
"nan,""17"",6.53,3.63"
"22.47000000,""9"",6.91,3.58"
"nan,""17"",6.53,3.62"
"22.59000000,""9"",6.91,3.57"
"nan,""17"",6.53,3.65"
"22.09000000,""12"",6.91,3.60"
"nan,""17"",6.53,3.64"
"22.33000000,""12"",6.91,3.59"
"nan,""17"",6.53,3.45"
"21.65000000,""12"",6.91,3.40"
"nan,""17"",6.53,3.44"
"21.71000000,""12"",6.91,3.39"
"nan,""17"",6.53,3.47"
"21.63000000,""12"",6.91,3.42"
"nan,""17"",6.53,3.46"
"21.53000000,""12"",6.91,3.41"
"nan,""17"",6.53,3.42"
"21.91000000,""12"",6.91,3.36"
"nan,""17"",6.53,3.41"
"21.79000000,""9"",6.91,3.35"
"nan,""17"",6.53,3.43"
"21.81000000,""12"",6.91,3.38"
"nan,""17"",6.53,3.42"
"21.99000000,""12"",6.91,3.37"
"nan,""17"",6.53,3.52"
"21.81000000,""12"",6.91,3.47"
"nan,""17"",6.53,3.51"
"21.77000000,""12"",6.91,3.46"
"nan,""17"",6.53,3.54"
"21.93000000,""12"",6.91,3.49"
"nan,""17"",6.53,3.53"
"21.89000000,""9"",6.91,3.48"
"nan,""17"",6.53,3.49"
"21.45000000,""12"",6.91,3.43"
"nan,""17"",6.53,3.48"
"21.65000000,""12"",6.91,3.42"
"nan,""17"",6.53,3.51"
"21.75000000,""12"",6.91,3.45"
"nan,""17"",6.53,3.50"
"21.49000000,""12"",6.91,3.44"
"25.03000000,""3"",6.53,3.31"
"22.71000000,""14"",6.91,3.25"
"24.73000000,""3"",6.53,3.30"
"22.73000000,""9"",6.91,3.24"
"25.29000000,""3"",6.53,3.33"
"22.03000000,""14"",6.91,3.27"
"25.21000000,""3"",6.53,3.32"
"22.79000000,""9"",6.91,3.26"
"24.75000000,""6"",6.53,3.27"
"23.75000000,""6"",6.91,3.22"
"24.93000000,""3"",6.53,3.26"
"23.57000000,""9"",6.91,3.21"
"24.79000000,""3"",6.53,3.29"
"23.11000000,""13"",6.91,3.24"
"24.61000000,""3"",6.53,3.28"
"23.43000000,""9"",6.91,3.23"
"25.21000000,""3"",6.53,3.38"
"21.65000000,""11"",6.91,3.33"
"25.37000000,""3"",6.53,3.37"
"21.69000000,""12"",6.91,3.32"
"nan,""8"",6.53,3.40"
"21.59000000,""11"",6.91,3.34"
"24.33000000,""3"",6.53,3.39"
"21.43000000,""11"",6.91,3.33"
"25.49000000,""3"",6.53,3.34"
"21.95000000,""13"",6.91,3.29"
"25.27000000,""3"",6.53,3.33"
"21.85000000,""12"",6.91,3.28"
"25.49000000,""3"",6.53,3.36"
"21.75000000,""13"",6.91,3.31"
"25.37000000,""3"",6.53,3.35"
"21.97000000,""9"",6.91,3.30"
"22.47000000,""9"",6.53,3.16"
"23.25000000,""12"",6.91,3.11"
"22.69000000,""12"",6.53,3.15"
"23.31000000,""14"",6.91,3.10"
"22.77000000,""11"",6.53,3.18"
"23.71000000,""12"",6.91,3.13"
"22.59000000,""11"",6.53,3.17"
"23.17000000,""12"",6.91,3.12"
"23.95000000,""11"",6.53,3.13"
"22.93000000,""12"",6.91,3.07"
"23.65000000,""9"",6.53,3.12"
"22.63000000,""12"",6.91,3.06"
"22.95000000,""9"",6.53,3.15"
"23.35000000,""12"",6.91,3.09"
"23.21000000,""6"",6.53,3.14"
"23.13000000,""12"",6.91,3.08"
"24.69000000,""3"",6.53,3.24"
"23.81000000,""14"",6.91,3.18"
"24.07000000,""6"",6.53,3.23"
"23.65000000,""9"",6.91,3.17"
"24.93000000,""3"",6.53,3.25"
"23.63000000,""12"",6.91,3.20"
"24.93000000,""3"",6.53,3.24"
"24.05000000,""9"",6.91,3.19"
"22.87000000,""11"",6.53,3.20"
"23.17000000,""13"",6.91,3.15"
"22.73000000,""11"",6.53,3.19"
"23.15000000,""14"",6.91,3.14"
"24.15000000,""3"",6.53,3.22"
"23.35000000,""13"",6.91,3.16"
"23.21000000,""6"",6.53,3.21"
"23.23000000,""13"",6.91,3.15"
"23.27000000,""9"",6.53,3.02"
"22.93000000,""14"",6.91,2.97"
"23.27000000,""9"",6.53,3.01"
"23.29000000,""14"",6.91,2.96"
"22.87000000,""9"",6.53,3.04"
"22.95000000,""12"",6.91,2.98"
"23.19000000,""9"",6.53,3.03"
"22.99000000,""12"",6.91,2.97"
"23.13000000,""9"",6.53,2.98"
"23.19000000,""14"",6.91,2.93"
"22.67000000,""9"",6.53,2.97"
"23.31000000,""12"",6.91,2.92"
"23.53000000,""9"",6.53,3.00"
"23.57000000,""14"",6.91,2.95"
"23.35000000,""9"",6.53,2.99"
"22.95000000,""12"",6.91,2.94"
"23.81000000,""9"",6.53,3.09"
"22.67000000,""12"",6.91,3.04"
"24.09000000,""6"",6.53,3.08"
"23.09000000,""9"",6.91,3.03"
"23.29000000,""14"",6.53,3.11"
"22.75000000,""14"",6.91,3.06"
"23.37000000,""9"",6.53,3.10"
"22.79000000,""12"",6.91,3.05"
"22.99000000,""9"",6.53,3.06"
"23.49000000,""9"",6.91,3.00"
"22.97000000,""9"",6.53,3.05"
"22.93000000,""12"",6.91,2.99"
"24.05000000,""6"",6.53,3.07"
"23.57000000,""9"",6.91,3.02"
"23.91000000,""9"",6.53,3.06"
"23.87000000,""9"",6.91,3.01"
"23.19000000,""17"",6.53,2.89"
"23.55000000,""9"",6.53,2.95"
"22.49000000,""12"",6.91,2.89"
"23.41000000,""14"",6.53,2.94"
"22.95000000,""11"",6.53,2.97"
"23.15000000,""11"",6.91,2.91"
"23.37000000,""9"",6.53,2.96"
"22.67000000,""12"",6.91,2.90"
"22.65000000,""9"",6.53,2.91"
"22.69000000,""12"",6.53,2.90"
"22.91000000,""9"",6.53,2.93"
"22.69000000,""12"",6.53,2.92"
"22.75000000,""11"",6.51,3.63"
"23.07000000,""9"",6.51,3.62"
"22.53000000,""11"",6.51,3.65"
"22.47000000,""11"",6.51,3.64"
"23.85000000,""6"",6.51,3.60"
"23.65000000,""6"",6.51,3.59"
"23.29000000,""6"",6.51,3.61"
"23.49000000,""6"",6.51,3.60"
"22.47000000,""11"",6.51,3.70"
"22.49000000,""11"",6.51,3.69"
"22.07000000,""12"",6.51,3.72"
"22.21000000,""11"",6.51,3.71"
"22.41000000,""11"",6.51,3.67"
"22.47000000,""11"",6.51,3.66"
"22.33000000,""11"",6.51,3.69"
"22.25000000,""11"",6.51,3.68"
"nan,""17"",6.51,3.49"
"21.45000000,""12"",6.90,3.43"
"nan,""17"",6.51,3.48"
"21.23000000,""12"",6.90,3.42"
"nan,""17"",6.51,3.51"
"21.99000000,""9"",6.90,3.45"
"nan,""17"",6.51,3.50"
"21.67000000,""9"",6.90,3.44"
"nan,""17"",6.51,3.45"
"21.83000000,""12"",6.90,3.40"
"nan,""17"",6.51,3.44"
"22.11000000,""14"",6.90,3.39"
"nan,""17"",6.51,3.47"
"21.47000000,""12"",6.90,3.42"
"nan,""17"",6.51,3.46"
"21.69000000,""12"",6.90,3.41"
"nan,""17"",6.51,3.56"
"21.83000000,""12"",6.90,3.51"
"nan,""17"",6.51,3.55"
"21.83000000,""12"",6.90,3.50"
"nan,""6"",6.51,3.58"
"21.67000000,""12"",6.90,3.52"
"nan,""17"",6.51,3.57"
"21.81000000,""12"",6.90,3.51"
"nan,""17"",6.51,3.52"
"21.83000000,""9"",6.90,3.47"
"nan,""17"",6.51,3.51"
"21.91000000,""9"",6.90,3.46"
"nan,""17"",6.51,3.54"
"21.75000000,""12"",6.90,3.49"
"nan,""17"",6.51,3.53"
"21.69000000,""12"",6.90,3.48"
"25.37000000,""3"",6.51,3.34"
"22.13000000,""13"",6.90,3.29"
"25.59000000,""3"",6.51,3.33"
"22.21000000,""13"",6.90,3.28"
"25.51000000,""3"",6.51,3.36"
"22.15000000,""13"",6.90,3.31"
"25.57000000,""3"",6.51,3.35"
"22.09000000,""13"",6.90,3.30"
"24.95000000,""3"",6.51,3.31"
"22.83000000,""9"",6.90,3.25"
"24.63000000,""3"",6.51,3.30"
"22.95000000,""13"",6.90,3.24"
"25.59000000,""3"",6.51,3.33"
"22.31000000,""14"",6.90,3.27"
"25.49000000,""3"",6.51,3.32"
"22.35000000,""12"",6.90,3.26"
"nan,""17"",6.51,3.42"
"21.91000000,""11"",6.90,3.36"
"nan,""17"",6.51,3.41"
"21.77000000,""11"",6.90,3.35"
"nan,""17"",6.51,3.43"
"21.91000000,""12"",6.90,3.38"
"nan,""17"",6.51,3.42"
"21.83000000,""11"",6.90,3.37"
"24.81000000,""3"",6.51,3.38"
"21.95000000,""13"",6.90,3.33"
"25.43000000,""3"",6.51,3.37"
"22.09000000,""13"",6.90,3.32"
"nan,""17"",6.51,3.40"
"21.73000000,""12"",6.90,3.34"
"24.51000000,""3"",6.51,3.39"
"21.93000000,""12"",6.90,3.33"
"24.01000000,""6"",6.51,3.20"
"23.53000000,""9"",6.90,3.15"
"24.15000000,""3"",6.51,3.19"
"23.37000000,""12"",6.90,3.14"
"23.57000000,""11"",6.51,3.22"
"24.13000000,""9"",6.90,3.16"
"23.87000000,""11"",6.51,3.21"
"23.73000000,""9"",6.90,3.15"
"23.63000000,""11"",6.51,3.16"
"22.95000000,""14"",6.90,3.11"
"23.45000000,""11"",6.51,3.15"
"22.75000000,""9"",6.90,3.10"
"23.93000000,""6"",6.51,3.18"
"23.51000000,""12"",6.90,3.13"
"23.73000000,""6"",6.51,3.17"
"23.29000000,""14"",6.90,3.12"
"23.95000000,""6"",6.51,3.27"
"23.71000000,""9"",6.90,3.22"
"23.87000000,""3"",6.51,3.26"
"24.41000000,""8"",6.90,3.21"
"24.33000000,""6"",6.51,3.29"
"23.25000000,""14"",6.90,3.24"
"24.03000000,""6"",6.51,3.28"
"23.49000000,""9"",6.90,3.23"
"23.03000000,""11"",6.51,3.24"
"23.89000000,""13"",6.90,3.18"
"22.81000000,""6"",6.51,3.23"
"24.03000000,""9"",6.90,3.17"
"23.73000000,""6"",6.51,3.25"
"24.09000000,""6"",6.90,3.20"
"23.43000000,""6"",6.51,3.24"
"23.85000000,""9"",6.90,3.19"
"23.57000000,""9"",6.51,3.06"
"24.31000000,""6"",6.90,3.00"
"23.77000000,""6"",6.51,3.05"
"23.89000000,""14"",6.90,2.99"
"23.63000000,""6"",6.51,3.07"
"23.87000000,""6"",6.90,3.02"
"23.33000000,""11"",6.51,3.06"
"24.27000000,""6"",6.90,3.01"
"24.21000000,""6"",6.51,3.02"
"22.71000000,""12"",6.90,2.97"
"24.09000000,""6"",6.51,3.01"
"22.83000000,""12"",6.90,2.96"
"23.67000000,""6"",6.51,3.04"
"23.35000000,""9"",6.90,2.98"
"23.53000000,""6"",6.51,3.03"
"23.05000000,""14"",6.90,2.97"
"23.23000000,""11"",6.51,3.13"
"22.61000000,""12"",6.90,3.07"
"23.57000000,""11"",6.51,3.12"
"22.51000000,""14"",6.90,3.06"
"23.31000000,""11"",6.51,3.15"
"22.49000000,""12"",6.90,3.09"
"23.19000000,""9"",6.51,3.14"
"22.61000000,""12"",6.90,3.08"
"24.25000000,""6"",6.51,3.09"
"22.93000000,""12"",6.90,3.04"
"24.17000000,""8"",6.51,3.08"
"23.49000000,""9"",6.90,3.03"
"23.75000000,""9"",6.51,3.11"
"22.73000000,""14"",6.90,3.06"
"23.71000000,""6"",6.51,3.10"
"22.81000000,""12"",6.90,3.05"
"22.41000000,""11"",6.51,2.91"
"22.75000000,""11"",6.51,2.90"
"23.11000000,""9"",6.51,2.93"
"22.41000000,""9"",6.51,2.92"
"23.51000000,""17"",6.51,2.89"
"23.21000000,""9"",6.51,2.98"
"22.85000000,""12"",6.90,2.93"
"22.81000000,""9"",6.51,2.97"
"22.83000000,""12"",6.90,2.92"
"24.03000000,""6"",6.51,3.00"
"22.77000000,""12"",6.90,2.95"
"23.61000000,""9"",6.51,2.99"
"22.61000000,""12"",6.90,2.94"
"23.91000000,""6"",6.51,2.95"
"22.53000000,""9"",6.90,2.89"
"23.53000000,""9"",6.51,2.94"
"22.85000000,""11"",6.51,2.97"
"22.79000000,""12"",6.90,2.91"
"23.17000000,""6"",6.51,2.96"
"22.65000000,""12"",6.90,2.90"
"22.45000000,""9"",6.90,3.70"
"22.05000000,""12"",6.90,3.69"
"23.11000000,""6"",6.90,3.72"
"23.05000000,""9"",6.90,3.71"
"22.35000000,""11"",6.52,3.72"
"22.47000000,""9"",6.90,3.67"
"22.47000000,""11"",6.52,3.71"
"23.11000000,""6"",6.90,3.66"
"21.67000000,""12"",6.90,3.69"
"21.95000000,""11"",6.52,3.73"
"21.93000000,""12"",6.90,3.68"
"23.07000000,""12"",6.90,3.73"
"nan,""17"",6.52,3.61"
"21.85000000,""11"",6.90,3.56"
"nan,""17"",6.52,3.60"
"21.87000000,""12"",6.90,3.55"
"nan,""17"",6.52,3.63"
"22.53000000,""9"",6.90,3.58"
"nan,""17"",6.52,3.62"
"22.47000000,""9"",6.90,3.57"
"nan,""17"",6.52,3.58"
"21.77000000,""12"",6.90,3.52"
"nan,""17"",6.52,3.57"
"21.47000000,""11"",6.90,3.51"
"nan,""17"",6.52,3.60"
"21.93000000,""9"",6.90,3.54"
"nan,""17"",6.52,3.59"
"21.85000000,""12"",6.90,3.53"
"22.81000000,""11"",6.52,3.69"
"21.83000000,""11"",6.90,3.63"
"22.83000000,""9"",6.52,3.68"
"21.91000000,""12"",6.90,3.62"
"22.59000000,""11"",6.52,3.70"
"23.29000000,""9"",6.90,3.65"
"22.79000000,""11"",6.52,3.69"
"21.93000000,""11"",6.90,3.64"
"nan,""17"",6.52,3.65"
"22.35000000,""9"",6.90,3.60"
"nan,""17"",6.52,3.64"
"22.57000000,""12"",6.90,3.59"
"nan,""11"",6.52,3.67"
"22.05000000,""12"",6.90,3.61"
"nan,""11"",6.52,3.66"
"22.19000000,""12"",6.90,3.60"
"nan,""17"",6.52,3.47"
"21.79000000,""12"",6.90,3.42"
"nan,""17"",6.52,3.46"
"21.65000000,""12"",6.90,3.41"
"nan,""17"",6.52,3.49"
"21.53000000,""12"",6.90,3.43"
"nan,""17"",6.52,3.48"
"21.83000000,""12"",6.90,3.42"
"nan,""17"",6.52,3.43"
"21.83000000,""12"",6.90,3.38"
"nan,""17"",6.52,3.42"
"21.81000000,""9"",6.90,3.37"
"nan,""17"",6.52,3.45"
"21.87000000,""12"",6.90,3.40"
"nan,""17"",6.52,3.44"
"21.87000000,""14"",6.90,3.39"
"nan,""17"",6.52,3.54"
"21.51000000,""11"",6.90,3.49"
"nan,""17"",6.52,3.53"
"21.63000000,""12"",6.90,3.48"
"nan,""17"",6.52,3.56"
"21.43000000,""12"",6.90,3.51"
"nan,""17"",6.52,3.55"
"21.45000000,""12"",6.90,3.50"
"nan,""17"",6.52,3.51"
"21.97000000,""9"",6.90,3.45"
"nan,""17"",6.52,3.50"
"21.73000000,""12"",6.90,3.44"
"nan,""17"",6.52,3.52"
"21.81000000,""12"",6.90,3.47"
"nan,""17"",6.52,3.51"
"21.87000000,""9"",6.90,3.46"
"25.21000000,""3"",6.52,3.33"
"22.15000000,""13"",6.90,3.27"
"25.23000000,""3"",6.52,3.32"
"22.21000000,""9"",6.90,3.26"
"25.41000000,""3"",6.52,3.34"
"22.07000000,""13"",6.90,3.29"
"25.17000000,""3"",6.52,3.33"
"22.05000000,""13"",6.90,3.28"
"24.43000000,""3"",6.52,3.29"
"23.01000000,""13"",6.90,3.24"
"24.53000000,""6"",6.52,3.28"
"23.39000000,""6"",6.90,3.23"
"25.01000000,""3"",6.52,3.31"
"22.63000000,""9"",6.90,3.25"
"24.75000000,""6"",6.52,3.30"
"22.73000000,""9"",6.90,3.24"
"nan,""6"",6.52,3.40"
"21.65000000,""11"",6.90,3.34"
"24.45000000,""6"",6.52,3.39"
"21.57000000,""12"",6.90,3.33"
"nan,""17"",6.52,3.42"
"21.75000000,""11"",6.90,3.36"
"nan,""17"",6.52,3.41"
"21.67000000,""11"",6.90,3.35"
"25.45000000,""3"",6.52,3.36"
"21.81000000,""13"",6.90,3.31"
"25.45000000,""3"",6.52,3.35"
"22.05000000,""12"",6.90,3.30"
"25.11000000,""6"",6.52,3.38"
"21.67000000,""12"",6.90,3.33"
"25.33000000,""3"",6.52,3.37"
"21.71000000,""12"",6.90,3.32"
"22.95000000,""11"",6.52,3.18"
"23.83000000,""14"",6.90,3.13"
"22.79000000,""11"",6.52,3.17"
"23.61000000,""9"",6.90,3.12"
"23.13000000,""11"",6.52,3.20"
"23.27000000,""12"",6.90,3.15"
"22.93000000,""6"",6.52,3.19"
"23.23000000,""12"",6.90,3.14"
"22.79000000,""9"",6.52,3.15"
"22.83000000,""14"",6.90,3.09"
"22.89000000,""11"",6.52,3.14"
"22.85000000,""12"",6.90,3.08"
"22.61000000,""9"",6.52,3.16"
"23.11000000,""14"",6.90,3.11"
"22.71000000,""11"",6.52,3.15"
"22.93000000,""12"",6.90,3.10"
"24.83000000,""3"",6.52,3.25"
"24.11000000,""9"",6.90,3.20"
"24.85000000,""3"",6.52,3.24"
"23.83000000,""9"",6.90,3.19"
"24.73000000,""3"",6.52,3.27"
"23.77000000,""6"",6.90,3.22"
"24.69000000,""3"",6.52,3.26"
"24.37000000,""8"",6.90,3.21"
"23.51000000,""11"",6.52,3.22"
"23.73000000,""9"",6.90,3.16"
"23.29000000,""11"",6.52,3.21"
"23.39000000,""12"",6.90,3.15"
"24.53000000,""6"",6.52,3.24"
"23.87000000,""9"",6.90,3.18"
"23.93000000,""6"",6.52,3.23"
"23.85000000,""13"",6.90,3.17"
"22.97000000,""14"",6.90,2.98"
"22.85000000,""14"",6.90,2.97"
"23.81000000,""6"",6.90,3.00"
"23.23000000,""14"",6.90,2.99"
"22.89000000,""14"",6.90,2.95"
"22.65000000,""14"",6.90,2.94"
"22.83000000,""14"",6.90,2.97"
"22.87000000,""14"",6.90,2.96"
"22.71000000,""12"",6.90,3.06"
"22.89000000,""12"",6.90,3.05"
"22.79000000,""12"",6.90,3.07"
"22.45000000,""12"",6.90,3.06"
"23.75000000,""9"",6.90,3.02"
"23.95000000,""6"",6.90,3.01"
"23.07000000,""14"",6.90,3.04"
"23.49000000,""12"",6.90,3.03"
"22.01000000,""12"",6.89,3.73"
"23.39000000,""6"",6.89,3.70"
"22.77000000,""12"",6.89,3.69"
"22.53000000,""9"",6.89,3.72"
"22.87000000,""6"",6.89,3.71"
"22.87000000,""11"",6.50,3.65"
"22.87000000,""12"",6.89,3.60"
"23.15000000,""12"",6.50,3.64"
"23.13000000,""12"",6.89,3.59"
"22.71000000,""11"",6.50,3.67"
"22.09000000,""11"",6.89,3.61"
"22.69000000,""11"",6.50,3.66"
"22.17000000,""11"",6.89,3.60"
"23.13000000,""6"",6.50,3.61"
"22.43000000,""11"",6.89,3.56"
"23.29000000,""6"",6.50,3.60"
"21.85000000,""12"",6.89,3.55"
"23.07000000,""9"",6.50,3.63"
"23.09000000,""9"",6.89,3.58"
"23.09000000,""6"",6.50,3.62"
"22.85000000,""6"",6.89,3.57"
"22.45000000,""11"",6.50,3.72"
"21.67000000,""11"",6.89,3.67"
"22.47000000,""11"",6.50,3.71"
"22.41000000,""12"",6.89,3.66"
"21.49000000,""11"",6.89,3.69"
"22.47000000,""17"",6.50,3.73"
"21.57000000,""11"",6.89,3.68"
"22.97000000,""11"",6.50,3.69"
"22.25000000,""11"",6.89,3.63"
"22.87000000,""12"",6.50,3.68"
"22.05000000,""11"",6.89,3.62"
"22.71000000,""11"",6.50,3.70"
"22.35000000,""11"",6.89,3.65"
"22.83000000,""9"",6.50,3.69"
"22.25000000,""11"",6.89,3.64"
"nan,""17"",6.50,3.51"
"22.13000000,""9"",6.89,3.45"
"nan,""17"",6.50,3.50"
"22.13000000,""9"",6.89,3.44"
"nan,""17"",6.50,3.52"
"21.85000000,""12"",6.89,3.47"
"nan,""17"",6.50,3.51"
"21.97000000,""12"",6.89,3.46"
"nan,""17"",6.50,3.47"
